estabelecimento_referencia,position,title,rating,reviews,type,thumbnail,latitude,longitude
Futuro Refeitório,1,Botanikafé,4.5,2057,"['Restaurant', 'Breakfast', 'Brunch', 'Coffee store']",https://lh5.googleusercontent.com/p/AF1QipNw1ao1UwRB62vkccz_X-Zv2dkNw5GxYBgy3_nf=w156-h156-n-k-no,-23.562549699999998,-46.667774099999995
Futuro Refeitório,2,Café Habitual Pinheiros,4.3,93,['Restaurant'],https://lh5.googleusercontent.com/p/AF1QipMfy4pXJ2S3GJSsLUZgByIO2ekXzmeH8UVGZvYX=w156-h156-n-k-no,-23.5594102,-46.683617299999995
Futuro Refeitório,3,Piccoli Cucina,4.4,776,"['Italian', 'Vegan']",https://lh5.googleusercontent.com/p/AF1QipNqIEIVxeC7kYzaPZV03Csh8LPG3-FBEQWV7uVk=w156-h156-n-k-no,-23.562140799999998,-46.680446599999996
Futuro Refeitório,4,HM Food Café,4.6,855,"['Coffee shop', 'Brunch']",https://lh5.googleusercontent.com/p/AF1QipN_zUTzlF12kJyFWt-IxXzd-AnkvhOQBDvkZsJv=w156-h156-n-k-no,-23.559129499999997,-46.6796395
Futuro Refeitório,5,Padoca of Maní,4.4,2488,"['Bakery', 'Breakfast', 'Espresso bar']",https://lh5.googleusercontent.com/p/AF1QipN882NeCkIzpzzdJoCiP_ILZMazKfIqfMFl_K-2=w156-h156-n-k-no,-23.5667714,-46.679288
MANSION XV SANTANA,1,MANSION XV,4.5,3365,"['Bistro', 'Coffee store', 'Confectionery']",https://lh5.googleusercontent.com/p/AF1QipMfRobKCU355dzY8De_Ur6zfdtFmKS6lo7WVchd=w156-h156-n-k-no,-23.5516747,-46.5688532
MANSION XV SANTANA,2,Nova Voluntários,4.4,28,['Restaurant'],https://lh5.googleusercontent.com/p/AF1QipMM3wSWAPmMS6b9ZWkb21mVisbjTU9vkfUIzVcu=w156-h156-n-k-no,-23.5069905,-46.6265879
O Milhão,1,Point Do Milho Verde,4.5,1771,['Snack bar'],https://lh5.googleusercontent.com/p/AF1QipOCT1nZKLX1u8muOrTyMd84rbxVlPJ7i51awZ-9=w156-h156-n-k-no,-23.4696502,-46.676730500000005
O Milhão,2,Oggi Sorvetes Imirim 2,4.6,253,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipNglsIGlhPIMWHukQNtdZ38bHr6Lx4wodHsQyYK=w156-h156-n-k-no,-23.4952731,-46.6448934
O Milhão,3,Dada Rei Do Milho,4.2,63,['Fast Food'],https://lh5.googleusercontent.com/p/AF1QipOiyQlfgA71p49ZgVx_KTkaVp9HMhuJJe7gCxW3=w156-h156-n-k-no,-23.5119784,-46.5916442
O Milhão,4,Bistrô do Milho,4.4,66,['Restaurant'],https://lh5.googleusercontent.com/p/AF1QipM1NwK2ziVmWTDaM_6Oys_hzwT2ospH6knBM5RM=w156-h156-n-k-no,-23.481104199999997,-46.6219684
O Milhão,5,Açaí do imirim,5.0,5,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipOD_u2eHBhJXrp7LVhIsiVg_VIyGxFelK38W61u=w156-h156-k-no,-23.479605,-46.6594629
"Blended - Churrasco, Cerveja e Rock’n Roll",1,Blend 76,0.0,0,['Restaurant or cafe'],http://www.google.com/maps/vt/data=jo5bKuUkUzSS2mBexDKKYTZeipIxh31V86iAHeBv4MEegBJA1LulR9qqRP2JLhZVC5zyzIAQ0qb3SmU8vXU_jVj-zMk44Rh0dYZTvm_ZTt87dOTw-dX-J6pt-sypPAk9dhLjkD_yly-CM4_uFq9NTnA,-23.4840207,-46.62281060000001
"Blended - Churrasco, Cerveja e Rock’n Roll",2,Braseiro do Sul,4.4,869,['Barbecue'],https://lh5.googleusercontent.com/p/AF1QipO1jkhaQf_rAqqKwoS3BTopTn19COWEx9pJ_vHa=w156-h156-n-k-no,-23.509851299999998,-46.6731558
"Blended - Churrasco, Cerveja e Rock’n Roll",3,Bar do Plínio,4.6,3157,"['Restaurant', 'Bar']",https://lh5.googleusercontent.com/p/AF1QipOdIhp9iCePk42VCMbLkAYA74TlrelHpo-kcUsq=w156-h156-n-k-no,-23.512857999999998,-46.660310900000006
"Blended - Churrasco, Cerveja e Rock’n Roll",4,Giramundo Rock Bar,4.7,175,['Bar'],https://lh5.googleusercontent.com/p/AF1QipPfPPlL-nE_prXSH_y5y8A_GI5UmBXkq94sj3HE=w156-h156-n-k-no,-23.4982331,-46.7076825
A Refinaria Gourmet Unidade Vila Leopoldina,1,Brigadeiro Doceria & Café - Vila Leopoldina,4.1,24,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipMTKOU822IZgaRbyp5YPGX891p833etL6NwJTdA=w156-h156-n-k-no,-23.526477999999997,-46.7323832
A Refinaria Gourmet Unidade Vila Leopoldina,2,Malu Brigadeiro,4.6,486,"['Coffee shop', 'Candy store']",https://lh5.googleusercontent.com/p/AF1QipON8TEcGk28Xq2w-AYnzC3kgCoHsoMseq6r_M8X=w156-h156-k-no-pi-0-ya211.98674-ro-0-fo100,-23.532644599999998,-46.724688099999995
A Refinaria Gourmet Unidade Vila Leopoldina,3,Amor aos Pedaços,4.3,77,"['Cake shop', 'Candy store']",http://lh4.googleusercontent.com/proxy/v3LGMlJXapxkIeE46z6SiPpzR-BGzuGKLbV-G5_VHw-uq_vj2pIhv65utCVJ-q8fFgJWPGHUT00VCAToUlNMTw-T8yImMyW5GWrq0p4aATF9spSDzNfOxRd_wn_R05FkYv5io9vsg9tTsetleeeJlyo58Rq5CtyMpZUsGSB-sib3=w156-h156-n-k-no,-23.526949,-46.7316059
A Refinaria Gourmet Unidade Vila Leopoldina,4,Nanica,4.6,105,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipPiz_VUm0wujTJU6bKiM-0NDR3axs8CTq_tAZfr=w156-h156-n-k-no,-23.5240054,-46.733323399999996
Kopenhagen,1,Kopenhagen - Shopping Cidade São Paulo,4.5,396,['Chocolate shop'],https://lh5.googleusercontent.com/p/AF1QipOTLZ4wh-JHgHEdDo8ZrUFtvqfC13a79-V2WHt7=w156-h156-n-k-no,-23.5633421,-46.6525648
Kopenhagen,2,Cacau Show,4.5,74,"['Chocolate shop', 'Chocolate artisan']",https://lh5.googleusercontent.com/p/AF1QipOG7AnfETdyKtseTZ5WFidiZxKADA8IJldIbPe1=w156-h156-n-k-no,-23.554047999999998,-46.6526753
Kopenhagen,3,Kopenhagen Hospital Oswaldo Cruz,4.3,184,['Chocolate shop'],https://lh5.googleusercontent.com/p/AF1QipMwQedQXSkNfox58dk-kmTHU4ifxhu6uZq-v5I4=w156-h156-n-k-no,-23.5691666,-46.6437688
Kopenhagen,4,KOPENHAGEN BOAVISTA SHOPPING,4.3,157,['Chocolate cafe'],https://lh5.googleusercontent.com/p/AF1QipPIuq0x_M2P7ZWKG3HsTCDcnEEC4fFlSkJu04M=w156-h156-n-k-no,-23.654750000000003,-46.7008765
Kopenhagen,5,Chocolates Center 3 Comércio,0.0,0,"['Chocolate shop', 'Dessert shop']",http://www.google.com/maps/vt/data=QtumkbLP6RSl3RYG3AUleisBjCGrCfIE3IV4gk7rQPHtSTUG1Sqnd1H5yZQ_9jMr1wufaG7V87sQhFiPOCYckKOPrdu-tD6fSZX8K4gfUXZgWBQKb42YE-_ev6jytSRvKrW095z2L7VpvuvlbJyvLho,-23.5571865,-46.6593667
@ Zona Norte,1,Casa do Norte Barone,4.5,167,['Restaurant'],https://lh5.googleusercontent.com/p/AF1QipMlXJ9Cld-tVI39bX8O1dkcaJXA1RIBhMNT-84n=w156-h156-n-k-no,-23.5182578,-46.590958
@ Zona Norte,2,North House,4.3,412,"['Restaurant', 'Bar']",https://lh5.googleusercontent.com/p/AF1QipPMRP8uskeE80JPQE2gGQCUeh1Z9jp5aUI1yfGF=w156-h156-n-k-no,-23.516187199999997,-46.593761799999996
@ Zona Norte,3,Hamburguer ZN,1.0,1,['Restaurant'],http://www.google.com/maps/vt/data=2qRte83_qxv75C8SW41EU8mLeNP5netA9pXPHZzHu8AcRwcs_FyWNj3rLOeKG_yUeWoaErMJXzsbieN2uTZnR_Ob02L7UIB96CsrFSbdrXTAk3O3h558TP02Lx6SymBXqFVQiPgwLXomvGKLoX5Bqo4,-23.5113083,-46.586883199999995
@ Zona Norte,4,Café Bistrô Bar,5.0,2,['Restaurant'],http://www.google.com/maps/vt/data=f6rfPAX7nhNnfk2gDZ2nQUZOsbpc8Rr_tCZiPCpq970yAytuieaAec5oR0lW2Jl2FSQjHqG3BnKw1qD_klNpqOLJE5ytaPdbY8y8lrDBnreJUmmRXtlWMvfKgxY7fa1WQHxO7jekOAqc5Q4FaulIeH4,-23.5094859,-46.5913421
@ Zona Norte,5,Café Senna,0.0,0,['Restaurant'],http://www.google.com/maps/vt/data=HUib7YqOmhq-XjV513DPN-QEGytPB5P-C1cD-rCGbH56zh1SPv1cSJFJjooki46g8dJID4kI8sXSXxH6PVK644O8whgvxDZzsjsHIKCZnOJA6XS84emLuyUNrhexyJfaVPeTg9C_fJWhtgyahg8Gv-Q,-23.5042232,-46.6134778
McDonald's,1,"Habib""s",3.9,5361,"['Fast Food', 'Middle Eastern', 'Sfiha restaurant', 'Turkish']",https://lh5.googleusercontent.com/p/AF1QipNK7-6hyM2K_3AqRLEoUpIndXic-vl5ANmKh2co=w156-h156-n-k-no,-23.4740169,-46.670481699999996
McDonald's,2,Salgados Emilio Carlos,5.0,3,"['Snack bar', 'Cafe']",https://lh5.googleusercontent.com/p/AF1QipPAqnUHHGcolUm_VbUWk3zfoiFx62cpljQSf2d7=w156-h156-n-k-no,-23.481517900000004,-46.673232
McDonald's,3,"McDonald""s",4.2,6899,['Fast Food'],https://lh5.googleusercontent.com/p/AF1QipN6sogJ72-dVFI7NaY3mG6x-DgUq8PAnh9fZlmG=w156-h156-n-k-no,-23.566133699999998,-46.650466099999996
McDonald's,4,Burger King,3.7,9695,['Fast Food'],https://lh5.googleusercontent.com/p/AF1QipOh4EONa8K2R-q9aKtBoEhhATBfZWPeSMZvAeMi=w156-h156-n-k-no,-23.4892447,-46.6542562
Bob's,1,Bob’s,4.0,453,"['Fast Food', 'Hamburger', 'Restaurant', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipOhgbGEl90hyj_oi606lO9YHRuy0-CoOx5rGkYz=w156-h156-n-k-no,-23.527338399999998,-46.6743744
Bob's,2,"Bob""s",3.8,100,"['Fast Food', 'Hamburger', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOaTMm-NUDJwfANxh8QTVudcqOPd_FOmueEpIkE=w156-h156-n-k-no,-23.5409404,-46.5761652
Bob's,3,chippers,4.5,498,['Fast Food'],https://lh5.googleusercontent.com/p/AF1QipObvg8SoIsM5Pxm89YgOyeExVx115NwttLzbvRQ=w156-h156-n-k-no,-23.4832349,-46.6449852
Bob's,4,Burger King,3.9,2117,['Fast Food'],https://lh5.googleusercontent.com/p/AF1QipMaNZ5VqZsXWraViBYCXLTQL82oCp3qsSVQzzcx=w156-h156-n-k-no,-23.4828892,-46.645040200000004
Bob's,5,Baked Potato,3.4,59,['Fast Food'],https://lh5.googleusercontent.com/p/AF1QipP_krgPLRWacRTBnd5epjnwuulvGv7YvioXOm-Q=w156-h156-n-k-no,-23.48276,-46.645107599999996
Teakettle Casa de Chás,1,Talchá | Shopping JK,4.5,111,"['Tea house', 'Tea store']",https://lh5.googleusercontent.com/p/AF1QipM9R18irvglGvM8zTjKzJN9OTDQP0IWl_-szNxb=w156-h156-n-k-no,-23.591339599999998,-46.6900127
Teakettle Casa de Chás,2,A Imperatriz • Casa de Chá - Presentes - Terapias,4.7,127,['Tea house'],https://lh5.googleusercontent.com/p/AF1QipM0oXAXcnVQTtTX3oThcGuBjYZTjLLYHAKpNh_o=w156-h156-n-k-no,-23.6567582,-46.6924134
Teakettle Casa de Chás,3,Kofi & Co - Café e Brunch,4.6,727,"['Brunch', 'Cafe', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipMBNNyv4ww5yafu5F2xLrsAG9f8oWgrxEXFSS6n=w156-h156-n-k-no,-23.6312614,-46.7053249
Teakettle Casa de Chás,4,Chá e Arte Brooklin,5.0,65,"['Tea store', 'Health food store', 'Novelty store']",https://lh5.googleusercontent.com/p/AF1QipMhjBS5qcdAFrHQ3_V0qcOgugUpQVuJw-M1JRu7=w156-h156-n-k-no,-23.6102885,-46.686790699999996
Teakettle Casa de Chás,5,Canto do Café,4.5,2,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipNJYmnloQ9foa0Bh18oCkcSTsAZ6EuFe8cL3soo=w156-h156-n-k-no,-23.630017499999997,-46.7072527
Padaria Bella Paulista,1,Padaria Haddock Lobo,4.5,31,"['Restaurant', 'Bakery']",https://lh5.googleusercontent.com/p/AF1QipP1aLDCa0oJvzk195Ld-IyGWSKOAsaRBH6dGZ7l=w156-h156-n-k-no,-23.5557783,-46.659051
Padaria Bella Paulista,2,La Bella,4.3,610,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipNjN_rNtEWkvGcyfHQm5-fs-0pPMGN6cBnWu8qk=w156-h156-n-k-no,-23.5590975,-46.664468
Padaria Bella Paulista,3,Bella São Paulo,4.2,2399,"['Bakery', 'Breakfast']",https://lh5.googleusercontent.com/p/AF1QipOAc1BpjHyTkG6TfBPlJ-3poDXXJkE6uawNTfGS=w156-h156-n-k-no,-23.6064333,-46.6601584
Padaria Bella Paulista,4,A Quinta do Marquês- Xodó Paulista,4.1,1739,"['Bakery', 'Breakfast', 'Candy store', 'Fast Food', 'Pizza', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipPbfHSuZq8ytMqMsnw3itvFm6Gazn6nKC28gcL_=w156-h156-n-k-no,-23.560744699999997,-46.658572799999995
Padaria Bella Paulista,5,PÃO - Padaria Artesanal Orgânica,4.4,899,"['Bakery', 'Breakfast', 'Coffee store']",https://lh5.googleusercontent.com/p/AF1QipP2VSgLZRRp7xJz2_llRKzWieDO1qchpU14cTXG=w156-h156-n-k-no,-23.5596447,-46.665563399999996
Luiz Fernandes Bar,1,Bar do Milton,4.3,1211,"['Cocktail bar', 'Bar', 'Pizza']",https://lh5.googleusercontent.com/p/AF1QipO3F0pEiFKptNKXVpxCCfZ-juhA_kgX4yersoZU=w156-h156-n-k-no,-23.5015972,-46.637686599999995
Luiz Fernandes Bar,2,Famoso Bar do Justo,4.3,5721,"['Buffet', 'Cocktail bar']",https://lh5.googleusercontent.com/p/AF1QipNDcMBRcFyup95NG4U0bna-r7Lwr80fgdVpk0BF=w156-h156-n-k-no,-23.5050945,-46.625980399999996
Luiz Fernandes Bar,3,Degrau Bar,4.4,604,['Bar'],https://lh5.googleusercontent.com/p/AF1QipMuoNuoqEEz7JjaWaYRkqxfyIydwnG_2y2ABszb=w156-h156-n-k-no,-23.503251199999998,-46.6408741
Luiz Fernandes Bar,4,Bar Ze Cod,4.2,142,['Beer hall'],https://lh5.googleusercontent.com/p/AF1QipMq7rNLDiAYrvn3LkQvVc1MXaSPtEENjoZhj_2d=w156-h156-n-k-no,-23.474985999999998,-46.637533399999995
Luiz Fernandes Bar,5,Bar do Plínio,4.6,3157,"['Restaurant', 'Bar']",https://lh5.googleusercontent.com/p/AF1QipOdIhp9iCePk42VCMbLkAYA74TlrelHpo-kcUsq=w156-h156-n-k-no,-23.512857999999998,-46.660310900000006
Breads and sweets Pretinha,1,Padaria Ponto Quente,4.2,1302,"['Bakery', 'Breakfast']",https://lh5.googleusercontent.com/p/AF1QipOUfhu19_9G1gm6eBtaxF0ufpAvaWyNiUxLK8XG=w156-h156-n-k-no,-23.4758444,-46.619383299999996
Breads and sweets Pretinha,2,Paramirin,4.0,61,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipP3rH3z9hIxnsY-HRAtibzKbvwmANtjxPr8aXSP=w156-h156-n-k-no,-23.464860599999998,-46.6905388
Breads and sweets Pretinha,3,Padaria Delícia da Freguesia,4.2,6691,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipO9czibIEOm4fGzQeTEvD-LPBVJdyw-GrvEC1xB=w156-h156-n-k-no,-23.483468,-46.687284999999996
Breads and sweets Pretinha,4,Padaria Jimmy,4.1,2904,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipOxQURdYPHiIhrBcBwdgK0pnRUTsfefNk6E4tl1=w156-h156-n-k-no,-23.4808631,-46.695381399999995
Breads and sweets Pretinha,5,Padaria Pizzaria Favorita,0.0,0,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipMAcv7r5wlSjiXsbootYUAhgqd5cQLLghSUnojX=w156-h156-n-k-no,-23.4967009,-46.6437411
Dezato Gelato - Augusto Tolle,1,Gelato da Sato,4.9,340,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipNq0VElYjgCav9I2W2crR4Ne6-jEZZqUpYA4xUi=w156-h156-n-k-no,-23.5559555,-46.6355766
Dezato Gelato - Augusto Tolle,2,Paleteria paulista - unidade Santana,4.9,50,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipMm4lonUy5cw_a1bhSeZudiIvX8h9L3hHT1B7PD=w156-h156-n-k-no,-23.5002973,-46.6178831
Dezato Gelato - Augusto Tolle,3,Sorvetes Rochinha Santana,4.7,191,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipN3DF1SVyLVhRTch8nD7f7FlGvWWyUHpRz-jHX6=w156-h156-n-k-no,-23.490885799999997,-46.632312899999995
Famoso Bar do Justo,1,Dom ramiro,4.4,3000,"['Brazilian', 'Bar']",https://lh5.googleusercontent.com/p/AF1QipOcBSKcXlmwY9cndOQCAdP0jy293f1yDtvzxe5P=w156-h156-n-k-no,-23.502820099999997,-46.62738290000001
Famoso Bar do Justo,2,Degrau Bar,4.4,604,['Bar'],https://lh5.googleusercontent.com/p/AF1QipMuoNuoqEEz7JjaWaYRkqxfyIydwnG_2y2ABszb=w156-h156-n-k-no,-23.503251199999998,-46.6408741
Famoso Bar do Justo,3,Bar do Milton,4.3,1211,"['Cocktail bar', 'Bar', 'Pizza']",https://lh5.googleusercontent.com/p/AF1QipO3F0pEiFKptNKXVpxCCfZ-juhA_kgX4yersoZU=w156-h156-n-k-no,-23.5015972,-46.637686599999995
Famoso Bar do Justo,4,Luiz Fernandes Bar,4.7,5302,"['Bar', 'Stand bar']",https://lh5.googleusercontent.com/p/AF1QipNtNH6pc36PhwD77mO1R31iPAmVU1pafi8_xRPr=w156-h156-n-k-no,-23.488155,-46.632914
Famoso Bar do Justo,5,Quintal Brazil,4.2,636,"['Brunch', 'Brazilian']",https://lh5.googleusercontent.com/p/AF1QipNR146FTU1arwcge4dkQDovkpiYB0EsRYVg0coR=w156-h156-n-k-no,-23.5003691,-46.634262199999995
Nespresso,1,Nespresso - Center Norte,4.3,7,"['Coffee store', 'Coffee shop', 'Store']",https://lh5.googleusercontent.com/p/AF1QipOWwXQcW6oto6BjABuCZZ8MuIKo2JoWJcqlgmFC=w156-h156-n-k-no,-23.515179099999997,-46.614930799999996
Nespresso,2,Starbucks Shopping Higienópolis,4.4,1562,"['Coffee shop', 'Breakfast']",https://lh5.googleusercontent.com/p/AF1QipPJpEMSwQSQXT4HeIfx-FBuxqwm7VcVHQzwC36I=w156-h156-n-k-no,-23.5426355,-46.6577249
Nespresso,3,Nespreso,4.6,151,['Department store'],http://www.google.com/maps/vt/data=yE1-zJF1CBc_YvorK-HGxTRsR8FpbX5UjeSurRkOque6GAV65rHBN7b1-7AUZSVzCAqDL1LUC25cxv4bbvWXewnFAQj1MyvEJVOntnHduFf66P7sTyBom3AkbfNOBA7wpev2W_kDfM5oxzVAsJqkVMA,-23.5725984,-46.695786399999996
Nespresso,4,Naked Coffee,4.8,13,"['Coffee shop', 'Coffee store']",https://lh5.googleusercontent.com/p/AF1QipOxIjBjS-X8lONSTH-y91RNUUNqWBxjhRr6wjP7=w156-h156-n-k-no,-23.5418067,-46.658247499999995
Nespresso,5,NESPRESSO,0.0,0,['Cafe'],http://www.google.com/maps/vt/data=7Z1IiGh1RyTILuFAhc6eJjH9IOYJU3m0-OJvlxs8cWfF2eN7pESw5lVEbOFUfalm_VIbnJOHDCZW1ALxtBMoqTMfH7MPuDodm9YIXHY3Dt3HTnVbRNIv3Xm71Ns3gB49isRjbBgo00czym5wsLLwqcE,-23.649556699999998,-46.5312067
R&M Açaí Gourmet,1,M&D SORVETES,5.0,6,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipNf9GmQEI0kq-eyxrLBFERckodfzGrmt9QhY72X=w156-h156-n-k-no,-23.4671654,-46.685416000000004
R&M Açaí Gourmet,2,Açai Ouro Negro,4.8,54,"['Catering food and drink supplier', 'Corporate office']",https://lh5.googleusercontent.com/p/AF1QipP_kbGCUgjcojCA3q-6pXU38NCVDTdA_LBmI5sT=w156-h156-n-k-no,-23.5221557,-46.5880203
R&M Açaí Gourmet,3,Point do açaí V&B,5.0,14,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipOKlrAeOptoEl7aiuo60gC2N2jCniE2b2i8mfu8=w156-h156-n-k-no,-23.493122099999997,-46.665284799999995
R&M Açaí Gourmet,4,Time4,5.0,1,['Frozen food manufacturer'],https://lh5.googleusercontent.com/p/AF1QipOoJVg_ld0NohT5Waq4skVgTCHZqfsBi_Is9Qgb=w156-h156-n-k-no,-23.517289899999998,-46.5896243
R&M Açaí Gourmet,5,M & M Milkshake Rising Sun,4.4,181,"['Hamburger', 'Açaí shop', 'Diner', 'Restaurant', 'Sundae restaurant']",https://lh5.googleusercontent.com/p/AF1QipM7w-dQYhlqTR3ka9KPSqFKBGAQMfc5x543Hrqs=w156-h156-n-k-no,-23.434488299999998,-46.7736526
Mota Distributor Sweets,1,Mercado de Doces,4.2,26,['Candy store'],http://www.google.com/maps/vt/data=ixtMH_-5IC5fmOOozPEjBhDLyKDMxOdRIXTAICTqNQ4e1UnRneYbMlPGyeXjlm4lS9Cwif_u7ha_KTtcUAG623KxpGA3vEM2pQzcPAk0-SBJRLfOsE1uwsntVFkL8WJ6f_ytfEGl9Xn5O3wz34-G85s,-23.4936266,-46.647478799999995
Mota Distributor Sweets,2,Docebella,4.1,2981,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipPZifGqvB2MZLtzo2PGHWMk6ZITbte7EXhbF16M=w156-h156-n-k-no,-23.501718099999998,-46.665627699999995
Mota Distributor Sweets,3,Doces Casarão,4.6,134,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipMFl2OfDucM3y7dp5br7coHatCcAGnJjQ0Zy1hE=w156-h156-n-k-no,-23.494075499999997,-46.662248999999996
Mota Distributor Sweets,4,Atacado E Doces Mota,0.0,0,nan,http://www.google.com/maps/vt/data=u6L7avSmPzfLRMQ6zTDex-KH4i3x91dPLwOebFrHX9lQtyv8tn3lCGXH4AtrrVYAz49BLsJSnhyj5VhAiG_MiTWQMuvzR_uC2VqmgtGMV8skHYalzidZK6yPTsD8TngE4Vv61LW1UpMISt5q0ecaVEw,-23.4904208,-46.6555951
Mota Distributor Sweets,5,Mercado Motta,4.3,6,['Supermarket'],http://www.google.com/maps/vt/data=AhUt9kkACVyMQ9Y-QSrlsb5p837OhrKCiD0RsIEIX-NDRQM9mg5sqd5DyonTAfsTUevkG7UOAv_qoxCLopsWLGvtUoDzmCz015Pflw3BBEha8x-M6W8tkhi-2UBF-EqAMk9jivEe7nFzFxuS2-r1oGs,-23.496354699999998,-46.6618089
Pastelaria Victoria Brasileira,1,Pastelaria Nova Brasileira,4.4,802,"['Snack bar', 'Pastel', 'Brazilian', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipM5Nyu-ZAXvA5n-39oMnSopz5fssRt6XYmwyd6-=w156-h156-n-k-no,-23.487111,-46.644009
Pastelaria Victoria Brasileira,2,Pastelaria Victória,4.6,158,['Fast Food'],https://lh5.googleusercontent.com/p/AF1QipONH0lDKNF0Xp57GOS9PBCTgstmarbJqsEChyWX=w156-h156-n-k-no,-23.429422300000002,-46.714747800000005
Pastelaria Victoria Brasileira,3,Pastelaria Brasileira,4.8,2779,"['Pastel', 'Brazilian', 'Sfiha restaurant']",https://lh5.googleusercontent.com/p/AF1QipMyueh98v-MeNEwuBKGLphIFw5zn8_Pin70n4Cn=w156-h156-n-k-no,-23.5268959,-46.681919699999995
Pastelaria Victoria Brasileira,4,Ki Sabor Pastry,4.6,1533,"['Pastel', 'Diner', 'Fast Food']",https://lh5.googleusercontent.com/p/AF1QipNgFX9FKhf2ddnPRjF1HvtEmWjTSy7TEtvFF7Oh=w156-h156-n-k-no,-23.4856153,-46.640454
Açaí Delivery Zona Norte,1,Açaí Tavares em Vila Nova Cachoeirinha SP,4.8,81,"['Açaí shop', 'Fondue', 'Ice Cream']",https://lh5.googleusercontent.com/p/AF1QipM1_88EFpLwuurRi6DOogsGrLxWeL4U7C7feFdK=w156-h156-n-k-no,-23.4604838,-46.671294
Açaí Delivery Zona Norte,2,Açai Delivey,4.5,6,['Snack bar'],http://www.google.com/maps/vt/data=9dakqyOiSWCHeRJAzk6qlQwEAKBYHW3hs3iea3ddzalkG0lNYuDRqr6f-XY4JlpY_q1bOkPifO5oVPQovQ1mmyy3h0LK65zcEqP30ZfL65aLbiwWrvKaTT2Q69qvo8CMmkjayVvxFCShQYU_HLWMyyk,-23.479387,-46.5965601
Açaí Delivery Zona Norte,3,Açaí do imirim,5.0,5,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipOD_u2eHBhJXrp7LVhIsiVg_VIyGxFelK38W61u=w156-h156-k-no,-23.479605,-46.6594629
Açaí Delivery Zona Norte,4,Açaí Conselheiro,5.0,4,['Açaí shop'],https://lh5.googleusercontent.com/p/AF1QipOMW5CF-UIkMHfOdiYetaEfFfm3C47bRq1thR0i=w156-h156-n-k-no,-23.4773852,-46.6506121
Açaí Delivery Zona Norte,5,Açaí Formosa - Av. Engenheiro,4.5,180,['Ice Cream'],https://lh5.googleusercontent.com/p/AF1QipMyp57d96CLTP5VPaP0FDumQJOkeRzAsohkspiY=w156-h156-n-k-no,-23.4747935,-46.6264538
Mobi Hamburgueria,1,Beef Burger & Beer,4.5,1203,"['Hamburger', 'American', 'Fast Food', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipOk6ZA6V0C4TjTEVKv_DEjIb0pstQQPLKEGjW3d=w156-h156-n-k-no,-23.4902503,-46.6300174
Mobi Hamburgueria,2,Bullguer - Santana,4.4,4007,"['Hamburger', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipOiBizO_-bulPDqcBCxDLSLHlDcqRWJhfyGR-g=w156-h156-n-k-no,-23.493115799999998,-46.626630399999996
Mobi Hamburgueria,3,Marques Hamburger,4.5,9396,"['Hamburger', 'American', 'Fast Food', 'Snack bar']",https://lh5.googleusercontent.com/p/AF1QipMfw1vTHKTkPaRp2CRxdNJvQi-95RQMFaS0q5FG=w156-h156-n-k-no,-23.504205799999998,-46.639753899999995
Mobi Hamburgueria,4,"Chip""s Burger",4.4,1962,"['Hamburger', 'American', 'Fast Food', 'Delivery Restaurant', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipMgyfBNqzzOjjlIw66kpDKJg1UIrtL9YOLGyJVa=w156-h156-n-k-no,-23.5032668,-46.635224799999996
Mobi Hamburgueria,5,Lanchonete Dizzy - Santana,4.5,2834,"['Hamburger', 'Diner', 'Fast Food', 'Restaurant', 'Sandwich']",https://lh5.googleusercontent.com/p/AF1QipMcR8-P7H_937Af-XfIuO3RA9rPgAn4gA9ySg71=w156-h156-n-k-no,-23.5045763,-46.640414899999996
