estabelecimento_referencia,position,title,rating,reviews,type,thumbnail,latitude,longitude
Made By Nina - Loja,1,Mariza Doces,4.5,119,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipN7nQprC2UsN4-a4-tPuW_08nJ2ha6Z6J2mou6b=w156-h156-n-k-no,-23.5620245,-46.69336450000001
Made By Nina - Loja,2,Nanica Pinheiros,4.5,477,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipNY7zyeh5VDsTWzLSel7lNf-4xZ5oaBlxS5AUek=w156-h156-n-k-no,-23.5649531,-46.6808239
Made By Nina - Loja,3,Manô Andrade Doces,4.5,18,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipMBa-UvkBesQHEi-WtI9_nMo2Fs9ixuwQvG6O6_=w156-h156-n-k-no,-23.562767899999997,-46.688257899999996
Made By Nina - Loja,4,Biscottini & Co,5.0,14,"['Chocolate artisan', 'Candy store']",https://lh5.googleusercontent.com/p/AF1QipOLZDTGwn73az-h7bF9Mx-4XVF2tlLku0B--1IW=w156-h156-n-k-no,-23.5641645,-46.6859821
Made By Nina - Loja,5,Confeitaria Marilia Zylbersztajn,4.5,732,['Dessert shop'],https://lh5.googleusercontent.com/p/AF1QipN0G-W-1ydZmc71YKjvvy3CAftZw0e5QtP2t-EL=w156-h156-n-k-no,-23.5590282,-46.689225
Aliança Francesa,1,Aulas de Frances em São Paulo,2.5,2,['French language school'],http://www.google.com/maps/vt/data=BxPiPdhC4CY8LuYa-nJoEHbc5pkU8M2vv61DKcYJ7CxENzJ41xjcN68wbV1B6Y--2yVMbnx_ONBQ0OJCrhZgI0R_143XqSsNV-lnopNkMIl50Q9xb0LcOtkKEKXkr_oyQF2P7dLtsuUt-KK5m62LjPM,-23.567836,-46.6522327
Aliança Francesa,2,Curso de Italiano - Curso de Francês - Curso de Espanhol - São Paulo,4.5,2,['Language school'],http://www.google.com/maps/vt/data=PNJEvVxCYhMXzKgqIWzecXeE8g1TBULsnAX1Ac7LvTSKpZ5S6vFhr1vrRa6yojqxRoMgsgwDnftqGVETgHZhseYyb8hD_iVzJfgae_gzw3OjvZ15LB1tnGhMPs7Z691uLdnZqF30o6teH9H76C5W-hk,-23.5741315,-46.6555932
Aliança Francesa,3,Aliança Francesa do Grande ABC,4.9,17,['French language school'],https://lh5.googleusercontent.com/p/AF1QipOZ-sNYNRTzmhMWU4bg-rDjl81MfUkSKwRP7BSF=w156-h156-n-k-no,-23.6510174,-46.5339485
Aliança Francesa,4,IFESP,4.8,91,['Language school'],http://www.google.com/maps/vt/data=cFrfzvjEVv-s0u4eIkzfWqlH1lhPgiBbRx57rU4J1Lep64HGmP7j9AHjjHIL7OVMxsNdBn4Lw_6V82u_ZpkLNpNSmQeFTMyJde0Eki218f6AvhHt0B1HpcZ7axm-AJKjcPb9TQTXz9M1IpBQMqEq8Ss,-23.5619007,-46.695645899999995
Aliança Francesa,5,Percursos Idiomas,5.0,30,['French language school'],https://lh5.googleusercontent.com/p/AF1QipNg5fJRTW-HXQHSE4eOden0ZU3EfmyiB0YJZ6Jx=w156-h156-n-k-no,-23.560910000000003,-46.656217000000005
Jules l'art du pain,1,Le Pain Quotidien,4.4,1451,"['Restaurant', 'Bakery', 'Breakfast', 'Brunch', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipNd4LZGRgwdLPdzMNj4NpoKwRVsN47OMu4BhXke=w156-h156-n-k-no,-23.5955162,-46.6702587
Jules l'art du pain,2,PÃO - Padaria Artesanal Orgânica,4.0,288,"['Bakery', 'Coffee store']",https://lh5.googleusercontent.com/p/AF1QipMtsmJE0gIFyCeVUDx4lHETG9R1EzjqoOZFZhlP=w156-h156-n-k-no,-23.590597199999998,-46.6696433
Jules l'art du pain,3,Pães e Doces Vila Nova,4.2,1741,"['Bakery', 'Breakfast', 'Diner', 'Pastries', 'Pizza']",https://lh5.googleusercontent.com/p/AF1QipMkCQy-ZrWUD6Jql14Ii-DXjFJvmoMV2r8iWo3Y=w156-h156-n-k-no,-23.589604599999998,-46.6702314
Jules l'art du pain,4,Bread & Company Vila Nova Conceição,4.1,906,"['Breakfast', 'Bakery', 'Coffee store', 'Confectionery', 'Pizza Delivery', 'Pizza', 'Pizza Takeout']",https://lh5.googleusercontent.com/p/AF1QipPldYA3208fJ8hzcbuzy7_eJM2EMRbtY18bLifV=w156-h156-n-k-no,-23.591165699999998,-46.6675766
Jules l'art du pain,5,Bread Coffee Danny Self-Service,4.1,677,"['Bakery', 'Breakfast', 'Buffet']",https://lh5.googleusercontent.com/p/AF1QipNmxoR7jK77q1hSySoVxT5JHKyoKBePFHxv8Ub2=w156-h156-n-k-no,-23.594701099999998,-46.6673009
Trigonela Pães e Doces,1,Breads and sweets Trigonela Shop 2,4.2,521,"['Bakery', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipPCU6ADOV79HWHEWiw7P3ASxRMsiv5JZfMgBGI=w156-h156-n-k-no,-23.5585442,-46.6747237
Trigonela Pães e Doces,2,B.LEM Portuguese Bakery,4.9,749,"['Bakery', 'Breakfast', 'Candy store', 'Coffee shop', 'Dessert']",https://lh5.googleusercontent.com/p/AF1QipNn_Sjsi-vXWcr8tPCx_Cc0R71TqISZUrxN-QlB=w156-h156-n-k-no,-23.561404099999997,-46.6941996
Trigonela Pães e Doces,3,Padaria Real,4.6,524,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipO_AIHrcnVOM_axCjCMAVXMdxDHy3o53vz5YBIB=w156-h156-n-k-no,-23.5634896,-46.6845351
Trigonela Pães e Doces,4,AJ Padaria,4.1,2024,"['Bakery', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipMkmegOakakL-C-BjoZLiXYMTqVJfVGbWmFfkUd=w156-h156-n-k-no,-23.5625707,-46.681861399999995
Trigonela Pães e Doces,5,Bakery San Siro,4.1,429,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipN4vFqk0I4wxjMt7saMBGpfegtWUUibee7x3FBy=w156-h156-n-k-no,-23.567235200000002,-46.6897947
Monte Libano Bakery,1,Grano Mooca,4.3,2140,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipOoLKRttmCfUb2MRKVxgaY64okP7IOQvKCI4m_0=w156-h156-n-k-no,-23.5693949,-46.5925091
Monte Libano Bakery,2,Estoril,4.4,3727,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipPrEJmwyNS6WSdwNti-t54biPB5icCsENZHoE4z=w156-h156-n-k-no,-23.555344,-46.603314
Monte Libano Bakery,3,Manuella Padaria Mooca,4.2,1227,"['Bakery', 'Breakfast', 'Pastries', 'Pizza', 'Sfiha restaurant', 'Soup shop']",https://lh5.googleusercontent.com/p/AF1QipNca0FDdjDtffT9xO_8G0l-8NJy_dtIS0g2zrBl=w156-h156-n-k-no,-23.554897999999998,-46.607381
Monte Libano Bakery,4,Padaria Monte Libano,4.4,247,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipNImhT0RAWG3UlzoUnQJ-EERrOkdK3MYnDdNy_C=w156-h156-n-k-no,-23.7083971,-46.62876850000001
Santa Etienne,1,Padaria Astro Rei,4.4,1607,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipNvi91Nwcrw1sc6po1EgLh6x9rx-oh48WZN6RSb=w156-h156-n-k-no,-23.5697403,-46.654235799999995
Santa Etienne,2,Padaria Nova Charmosa,4.4,2351,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipPx8Wl01ChX5A_Ma5ffghe7ovqp6HEF9xZGM8DP=w156-h156-n-k-no,-23.5630211,-46.647472099999995
Santa Etienne,3,Benjamin a Padaria,4.1,2521,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipNg8yeO61DhVdmJOid7L-pAyFrCNIO7f3oeSyvE=w156-h156-n-k-no,-23.5576731,-46.66108930000001
Santa Etienne,4,Juliet Panificadora,4.4,1317,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipPLuKld3tkhHrKwFo1u__TG6kSiwoh48DVQ4doe=w156-h156-n-k-no,-23.5600681,-46.66780490000001
Santa Etienne,5,A Fornada Padaria Jardins,4.6,806,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipMrkL1POrq9HI8d7bkjozt5uXub5kONEMqd6qjb=w156-h156-n-k-no,-23.566645299999998,-46.664539399999995
Patisserie Douce France - Trianon,1,Le Doux Pâtisserie,5.0,1,['Confectionery'],https://lh5.googleusercontent.com/p/AF1QipOUxNJpeK38d4kanzw_PkhOl5N2okQ-Vi2hYZbz=w156-h156-n-k-no,-23.5712512,-46.6562273
Patisserie Douce France - Trianon,2,Paradis Macarons,4.7,319,"['Patisserie', 'Candy store', 'Childrens party buffet', 'Confectionery', 'Wedding bakery', 'Wedding buffet']",https://lh5.googleusercontent.com/p/AF1QipOQ2JIi4z5zD4l2mV8zeX6su7ckC5vjzE7GoGPQ=w156-h156-n-k-no,-23.562945400000004,-46.667218
Patisserie Douce France - Trianon,3,Carole Crema,4.1,751,"['Candy store', 'Cafeteria', 'Cake shop', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipOAvxszbGezIxPmsOQPOiDKvaHzRI6UmBbmfSWd=w156-h156-n-k-no,-23.560232,-46.667542
Patisserie Douce France - Trianon,4,Lunardelli Patisserie,4.8,6,['Patisserie'],https://lh5.googleusercontent.com/p/AF1QipMmAyrxPUXrwpjim7WxqO137djoqpqmNPJykYMB=w156-h156-n-k-no,-23.565911,-46.6634375
Patisserie Douce France - Trianon,5,Fleur de Sucre Pâtisserie,4.6,73,['Wedding bakery'],https://lh5.googleusercontent.com/p/AF1QipOH7xZRgotLIwDZCOaP2PYPVtsS091x4oT42KLJ=w156-h156-n-k-no,-23.5704779,-46.657381
Patisserie Douce France,1,Le Doux Pâtisserie,5.0,1,['Confectionery'],https://lh5.googleusercontent.com/p/AF1QipOUxNJpeK38d4kanzw_PkhOl5N2okQ-Vi2hYZbz=w156-h156-n-k-no,-23.5712512,-46.6562273
Patisserie Douce France,2,Boulangerie Pain de France,3.8,17,['Cafe'],https://lh5.googleusercontent.com/p/AF1QipOoCC5gWAaU8lVuAbVWzrDSpu6lB2vkANnV2JIK=w156-h156-n-k-no,-23.5655573,-46.6511877
Patisserie Douce France,3,Fleur de Sucre Pâtisserie,4.6,73,['Wedding bakery'],https://lh5.googleusercontent.com/p/AF1QipOH7xZRgotLIwDZCOaP2PYPVtsS091x4oT42KLJ=w156-h156-n-k-no,-23.5704779,-46.657381
Patisserie Douce France,4,Le Petit Nicolas Café & Pâtisserie,4.7,203,"['Patisserie', 'Breakfast', 'Brunch', 'Coffee shop']",https://lh5.googleusercontent.com/p/AF1QipP1ptO14K5qlMrd__wGnR-a0VwO3jcRo4FDzNs3=w156-h156-n-k-no,-23.5658417,-46.6634963
Patisserie Douce France,5,Paradis Macarons,4.7,319,"['Patisserie', 'Candy store', 'Childrens party buffet', 'Confectionery', 'Wedding bakery', 'Wedding buffet']",https://lh5.googleusercontent.com/p/AF1QipOQ2JIi4z5zD4l2mV8zeX6su7ckC5vjzE7GoGPQ=w156-h156-n-k-no,-23.562945400000004,-46.667218
Paris Rendez-vous,1,Café Paris,4.7,251,"['French', 'Crêperie']",https://lh5.googleusercontent.com/p/AF1QipOy4tykS-F8DZrQZnNRqlEmwvHhIzVRK2uK6gj7=w156-h156-n-k-no,33.62257890000001,-111.9037749
Paris Rendez-vous,2,JL Patisserie,4.6,159,['Patisserie'],https://lh5.googleusercontent.com/p/AF1QipP3UUJC7xYlBIDx8JYlyfVe8Y6PQkAsBbQXNYwl=w156-h156-n-k-no,33.584024899999996,-111.9233465
Paris Rendez-vous,3,"Aunt Abby""s Confections",4.6,33,"['Bakery', 'Caterer', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipMEhg_mRSkU7ilAXcU7w1fG7RuBXYnEYWZMvnE5=w156-h156-k-no-pi-0-ya320.28156-ro-0-fo100,33.5839271,-111.92979899999999
Paris Rendez-vous,4,Merci French Cafe,4.5,658,"['Cafe', 'French']",https://lh5.googleusercontent.com/p/AF1QipOA7TG8SYOg9ka8k34NDLvcU7OOCG2hnZc83NL3=w156-h156-n-k-no,33.496588599999995,-111.91695689999999
Paris Rendez-vous,5,Paris Baguette,4.5,125,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipN4hS1tvtnW_DuOtBofttX3Lf00FM_2b8OSwRJT=w156-h156-n-k-no,33.6357831,-111.9211655
JL Patisserie,1,Paris Rendez-vous,4.7,96,"['Pastries', 'Bakery', 'Caterer', 'Chocolate shop', 'Cooking class', 'Gluten Free', 'Lunch', 'Modern French']",https://lh5.googleusercontent.com/p/AF1QipMKKkJWSrirxm1eNAMVib-tAe0Iq6cAkc_Fuy2Y=w156-h156-n-k-no,33.5797597,-111.92689340000001
JL Patisserie,2,LIOR THE BAKER,4.8,158,"['Bakery', 'Cookies', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipN9_WNDDFB4CaQui_iOFqolrw0qT52vRxY0QEB3=w156-h156-n-k-no,33.585577,-111.83440499999999
JL Patisserie,3,"Aunt Abby""s Confections",4.6,33,"['Bakery', 'Caterer', 'Dessert shop']",https://lh5.googleusercontent.com/p/AF1QipMEhg_mRSkU7ilAXcU7w1fG7RuBXYnEYWZMvnE5=w156-h156-k-no-pi-0-ya320.28156-ro-0-fo100,33.5839271,-111.92979899999999
JL Patisserie,4,Růže Cake House,4.5,90,"['Bakery', 'Cafe', 'Cake shop', 'Dessert shop', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipPZwRBToGC40gl_gPUW00uIawc6pRfvQVI82Z8C=w156-h156-n-k-no,33.492808,-111.929487
JL Patisserie,5,Paula Jacqueline Cakes and Pastries,4.4,17,"['Bakery', 'Cooking class', 'Cupcakes', 'Dessert shop', 'Summer camp', 'Wedding cake shop']",https://lh5.googleusercontent.com/p/AF1QipMPkyAiG0bRhoPdyXynFqQStoxwqj6wS7rai4Vh=w156-h156-n-k-no,33.4959055,-111.9287456
Aunt Abby's Confections,1,"Tiffy""s Desserts",4.7,170,"['Bakery', 'Cake shop', 'Coffee shop', 'Cookies', 'Cupcakes', 'Dessert shop', 'Ice cream', 'Wedding cake shop']",https://lh5.googleusercontent.com/p/AF1QipOZmUhOmynWSwZF_WuOXKum0PF_BFqS_4JeP8g=w156-h156-n-k-no,33.5750698,-111.90338779999999
Aunt Abby's Confections,2,Sweet Dee’s Bakeshop,4.4,226,"['Bakery', 'Breakfast', 'Caterer', 'Coffee shop', 'Dessert', 'Lunch']",https://lh5.googleusercontent.com/p/AF1QipNAvH1d_grXp3jZZyXfzB_VYeQGFMQJyuDRydmQ=w156-h156-n-k-no,33.4997373,-111.9219887
Aunt Abby's Confections,3,Paris Rendez-vous,4.7,96,"['Pastries', 'Bakery', 'Caterer', 'Chocolate shop', 'Cooking class', 'Gluten Free', 'Lunch', 'Modern French']",https://lh5.googleusercontent.com/p/AF1QipMKKkJWSrirxm1eNAMVib-tAe0Iq6cAkc_Fuy2Y=w156-h156-n-k-no,33.5797597,-111.92689340000001
Aunt Abby's Confections,4,JL Patisserie,4.6,159,['Patisserie'],https://lh5.googleusercontent.com/p/AF1QipP3UUJC7xYlBIDx8JYlyfVe8Y6PQkAsBbQXNYwl=w156-h156-n-k-no,33.584024899999996,-111.9233465
Café Paris,1,Paris Rendez-vous,4.7,96,"['Pastries', 'Bakery', 'Caterer', 'Chocolate shop', 'Cooking class', 'Gluten Free', 'Lunch', 'Modern French']",https://lh5.googleusercontent.com/p/AF1QipMKKkJWSrirxm1eNAMVib-tAe0Iq6cAkc_Fuy2Y=w156-h156-n-k-no,33.5797597,-111.92689340000001
Café Paris,2,Merci French Cafe,4.5,658,"['Cafe', 'French']",https://lh5.googleusercontent.com/p/AF1QipOA7TG8SYOg9ka8k34NDLvcU7OOCG2hnZc83NL3=w156-h156-n-k-no,33.496588599999995,-111.91695689999999
Café Paris,3,Butters Pancakes & Cafe,4.6,2558,"['Breakfast', 'American', 'Brunch', 'Cafe', 'Diner', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipPInu2sxZL3yVL35KDozyFKswnizNEcRuk48-Cu=w156-h156-n-k-no,33.619958,-111.89746190000001
Café Paris,4,The Crêpe Club,4.5,197,"['Crêperie', 'Coffee shop', 'Ice Cream', 'Juice']",https://lh5.googleusercontent.com/p/AF1QipOmB5j1hPasUfL3DWd6CzzFtF8QPAU7xj8_iW3U=w156-h156-n-k-no,33.5035824,-111.9294274
Café Paris,5,Voila French Bistro,4.6,170,"['Restaurant', 'French']",https://lh5.googleusercontent.com/p/AF1QipO-dtQNIvaJN_PzM_OvVIyC3YVCqZR7WMKMhEui=w156-h156-n-k-no,33.5738808,-111.86195339999999
Confeitaria e Panificadora Doce Belo,1,Panificadora e Confeitaria ALVORADA,4.1,159,"['Bakery', 'Breakfast', 'Confectionery', 'Pastries', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipPOKOCSHheGd8c16FGpdUx_ETmRh2V7ig5Jdl3a=w156-h156-n-k-no,-25.4263975,-49.27076650000001
Confeitaria e Panificadora Doce Belo,2,Panificadora Bom Dia,4.8,21,"['Steamed bun shop', 'Bakery']",https://lh5.googleusercontent.com/p/AF1QipOHbMVmLAxc1S-pJXspG7FPAVDcF051g4S4JvjB=w156-h156-n-k-no,-25.478056499999997,-49.2392581
Confeitaria e Panificadora Doce Belo,3,Panificadora e Confeitaria Kakau,4.5,739,"['Bakery', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipMdnnIoc4548SmDROtqCnxK-PaTZZCKgoq6oyRw=w156-h156-n-k-no,-25.486349,-49.2548976
Confeitaria e Panificadora Doce Belo,4,Panificadora Ilhéus,4.3,327,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipMA2Vcd74ELkUNewD40rjXOPKHX6PCqG9ViI-c-=w156-h156-n-k-no,-25.470808299999998,-49.2459882
Confeitaria e Panificadora Doce Belo,5,Panificadora e Confeitaria Paraiso,4.2,183,"['Bakery', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipNtQJHXWwUysjTmilzqCHHWuB4wMcnp7kQQnyHD=w156-h156-n-k-no,-25.45912,-49.239371999999996
Doce Mel,1,Panificadora Flor de Trigo,4.2,907,"['Bakery', 'Breakfast']",https://lh5.googleusercontent.com/p/AF1QipMBLgAYDhgmA1NcUlK8GbdjdB2kbQUobVbuM11W=w156-h156-n-k-no,-25.5346556,-49.296015999999995
Doce Mel,2,Panificadora e Confeitaria Doce Mel Nazaré LTDA,4.5,390,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipM7aNcmW2EYK0l4Dyl12ZTDHQxYa52tJjYLl5Yb=w156-h156-n-k-no,-25.372170699999998,-49.2462747
Doce Mel,3,Panificadora Doce Mel,4.6,52,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipMpJb_a0-zdvqHkbsIqWlEiTkVQx7l0OgFAVTNn=w156-h156-n-k-no,-25.624416399999998,-49.370815
Doce Mel,4,Bakery and Confectionery Umbará,4.6,620,['Dessert'],https://lh5.googleusercontent.com/p/AF1QipOgwyxiQbh4GNCH-s7jKSkRs5PQrL-RibXiFuRt=w156-h156-n-k-no,-25.5677,-49.286222599999995
Doce Mel,5,Panificadora pão de mel,5.0,8,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipPXQd6nQmeee7eYNZ2mJ7W_Qe1TAYtWTDzNv2if=w156-h156-n-k-no,-25.5448058,-49.2501561
Agatha Chocolates Ipanema,1,Doce Amor Doceria Artesanal,3.4,13,"['Dessert shop', 'Candy store']",http://www.google.com/maps/vt/data=v8qJOFx23goxKPSpPcnzMm0Yd10rZl4gcjD909R642qVwvs8PfRFR1L0az7LF3ME9j_J0jEpohO3TDxiIMdp-z4B8ZN2wJkdozDnT80GbBtZQDtDLr5hxGuzayHnVfUu4aAl-Y4W6INlaZqeSzYPDqY,-22.9844968,-43.1946673
Agatha Chocolates Ipanema,2,Louzieh Fine Candies,4.8,112,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipN9S-FqTmzZgi65ksGe7S9g7jYdni4mn8LSdUOc=w156-h156-n-k-no,-22.9838146,-43.2082304
Agatha Chocolates Ipanema,3,"Tortamania Ipanema: Confeitaria, Bolos, Doces, Delivery em Rio de Janeiro RJ",4.1,28,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipMvythw2m5wM_K1Q2uHUmnDFKMpdGBxADE6Km_k=w156-h156-n-k-no,-22.983701399999998,-43.2029378
Agatha Chocolates Ipanema,4,Diana Carolina Bolos & Alfajores,0.0,0,['Cake shop'],https://lh5.googleusercontent.com/p/AF1QipMspFkquSJlDLYkOSJeh8Z5QN9oGASpPs93ZSF8=w156-h156-n-k-no,-22.9844404,-43.2061241
Raul Vaz Distributor Sweets,1,ADOÇANDO A VIDA COMERCIO DE DOCES LTDA,4.7,26,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipOOjUrfkTQq7Hql-U6W1y3qdXfxQh5uP-yGg6de=w156-h156-n-k-no,-23.6124891,-46.6377467
Raul Vaz Distributor Sweets,2,Distributor Food Products Ltd. Marsil,4.6,6143,"['Candy store', 'Distribution service']",https://lh5.googleusercontent.com/p/AF1QipNszOokUi7HSVc-s6SA6syLq8l9je1ennDgiN4V=w156-h156-n-k-no,-23.5242056,-46.6126052
Raul Vaz Distributor Sweets,3,Distribuidora de Doces Guaracy Ltda,4.4,409,['Candy store'],http://lh6.googleusercontent.com/proxy/uz4ccjUaZH0czxg89kgU2w8__D-W5DzVU5h-2bZ8WwLDfzECOEfNKFVDBZAZp6brTG-_xHscnQMfq1zWgtu_4AQPA70g19IstzRYA_rV-rE3UbFRguF4F1LJPyhjCXcM1ovEIMYQxdIa1Oz4lIVK_ATSsLAkF1XY0M8oeEc8s4lr=w156-h156-n-k-no,-23.6498579,-46.7077448
Raul Vaz Distributor Sweets,4,Distribuidora de Doces Santo Amaro,4.2,600,['Candy store'],https://lh5.googleusercontent.com/p/AF1QipOuqqottDbIO0A8wfqMtqbDgMxFBuV0eFMNHWj7=w156-h156-n-k-no,-23.65015,-46.7076536
Pães e Doces Humaitá,1,Padaria Docemar,4.0,2203,['Bakery'],https://lh5.googleusercontent.com/p/AF1QipPkLL5l2mqVDHjfglkTmPWLB_U7wifBtNcKlRzP=w156-h156-n-k-no,-23.5512657,-46.643538199999995
Pães e Doces Humaitá,2,Padaria Italianinha,4.6,1381,"['Bakery', 'Italian grocery store', 'Italian']",https://lh5.googleusercontent.com/p/AF1QipOs69iytl8uy6IGyoI5VG3RX-ZAAUyh1gkuEPwO=w156-h156-n-k-no,-23.5564638,-46.6453024
Pães e Doces Humaitá,3,Panificadora Grão de Trigo,4.3,871,"['Bakery', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipPIJD6w-jJpG5eA7rSiht35NbIWT7xnrgV1zgzS=w156-h156-n-k-no,-23.5606133,-46.641183899999994
Pães e Doces Humaitá,4,Silvia Pães e Doces,3.7,167,"['Bakery', 'Candy store']",https://lh5.googleusercontent.com/p/AF1QipOmi8p-eQ92HPQenUanhFoO41VSIoNvVBrHNyW3=w156-h156-n-k-no,-23.5595537,-46.6505337
Pães e Doces Humaitá,5,Paes e Doces Artur Prado Ltda,4.8,5,"['Bakery', 'Candy store']",http://www.google.com/maps/vt/data=DvXtRMMIQiCWp8lQMO4V87rZ2o3Ofuckwyu5t4MuxavrtJi_x_H9z3V_MUECGRVqpQiOosOu8SoUdptFZkeh5819tH-FYg1apuF702sbNwLZE_iTIVlbv6m18mBJtD9gkTSDo7W2sq-cU_1AFf7w-AU,-23.5647706,-46.6439598
Confeitaria de Paris,1,Duetto Confeitaria,4.7,48,"['Confectionery', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipMGm7ZyAo6Hp1umOJkrr098NBiMi4MDly5sKnHh=w156-h156-n-k-no,-22.9784957,-46.9995772
Confeitaria de Paris,2,Padaria Confeitaria Valinhense,4.3,968,"['Bakery', 'Breakfast', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipNbYuSGvR8Ly79Kio8SQUAIg7DUpRtsZ0TywH_z=w156-h156-n-k-no,-22.9688976,-46.995342199999996
Confeitaria de Paris,3,Padaria e Confeitaria Fidalga,4.2,226,"['Bakery', 'Pastries']",https://lh5.googleusercontent.com/p/AF1QipNvKDoiGrs1dhapMDbkrtIBZ1ULulwNYQdsyjzx=w156-h156-n-k-no,-22.970959099999998,-46.9946731
Confeitaria de Paris,4,"Flamy Valinhos - bolos, kit festa, sobremesas, doces e salgadinhos",4.6,142,['Cake shop'],https://lh5.googleusercontent.com/p/AF1QipMmdZ8wXjidnS7eed1ccKuRT2wx_gCz99oTFM7i=w156-h156-n-k-no,-22.977311600000004,-46.999621999999995
Confeitaria de Paris,5,Doceria Piu Bella,4.6,132,"['Confectionery', 'Cake shop', 'Candy store', 'Coffee shop', 'Gourmet grocery store']",https://lh5.googleusercontent.com/p/AF1QipPFLAF8U6TUaMGG7fRsSAJzn56g0EWPANZZfZUp=w156-h156-n-k-no,-22.9679415,-47.002071400000005
Casa Bonometti,1,Casa Bauducco,2.8,13,['Coffee shop'],https://lh5.googleusercontent.com/p/AF1QipPEYe1eKAUakaCiAbK6zK50oQRQjJAzY60aBH9Q=w156-h156-n-k-no,-23.5630949,-46.6542181
Casa Bonometti,2,Di Cunto,4.3,6519,"['Pastries', 'Bakery', 'Coffee shop', 'Restaurant']",https://lh5.googleusercontent.com/p/AF1QipN8IGRCG6BFtTL-d_2J1l6_nsmwhqUrs4ApBJOD=w156-h156-n-k-no,-23.555480199999998,-46.6071916
Casa Bonometti,3,Confeitaria Marilia Zylbersztajn,4.5,732,['Dessert shop'],https://lh5.googleusercontent.com/p/AF1QipN0G-W-1ydZmc71YKjvvy3CAftZw0e5QtP2t-EL=w156-h156-n-k-no,-23.5590282,-46.689225
Casa Bonometti,4,Le Bon Gâteau,4.8,108,['Pastries'],https://lh5.googleusercontent.com/p/AF1QipOT1vC4Tv4NjrBFAwJQdgdj7rZSy6S-kT0RJK2a=w156-h156-n-k-no,-23.5603308,-46.697818
Casa Bonometti,5,Éclair Moi,4.1,468,"['Patisserie', 'Novelty store']",https://lh5.googleusercontent.com/p/AF1QipOPNgmV9y01e0EfjBXscDEoqubzoOX36DHNfOI=w156-h156-n-k-no,-23.5449135,-46.6472463
Roça Capital,1,Cheese point,4.9,16,"['Cheese shop', 'Dairy supplier']",https://lh5.googleusercontent.com/p/AF1QipOLxjpai_Rx2bc3kUoCe8gazU-1wVL1e0Ne6Hwk=w156-h156-k-no-pi-10-ya220.60002-ro0-fo100,-19.9226019,-43.9428333
Roça Capital,2,Queijaria Catequese,5.0,4,"['Cheese shop', 'Candy store', 'Dairy supplier']",https://lh5.googleusercontent.com/p/AF1QipN0sXP9s17AnrklUqvKyvfiPEukZC4kKDSBWKAn=w156-h156-n-k-no,-19.922805999999998,-43.943073
Roça Capital,3,Empório Di Roça,4.7,84,['Market'],https://lh5.googleusercontent.com/p/AF1QipM4uIAAPb53V0QVVqRTYFCy0TJsmdj6VE1zR6-S=w156-h156-n-k-no,-19.9673774,-43.9511222
Roça Capital,4,Tupiguá | Queijos e Cachaças |,4.6,77,"['State liquor store', 'Cheese shop', 'Coffee store', 'Gourmet grocery store', 'Handicraft']",https://lh5.googleusercontent.com/p/AF1QipNjdG3XPA8z0biPtmsHt5tyS-jhTmH5fxFDRXHm=w156-h156-n-k-no,-19.9225832,-43.9427307
Roça Capital,5,Farm & Co.,4.6,112,['Cheese shop'],https://lh5.googleusercontent.com/p/AF1QipP_n30VZkEbMrP2Sb6hLWneG6w9TyzwiDWf-Rjd=w156-h156-n-k-no,-19.9122138,-43.9293731
