sunday,monday,tuesday,wednesday,thursday,friday,saturday,title
nan,"{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 20}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '9\u202fAM', 'busyness_score': 0}",Clemente Café
nan,"{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 60}",Clemente Café
nan,"{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 89}",Clemente Café
nan,"{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 77}","{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 93}",Clemente Café
nan,"{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}",Clemente Café
nan,"{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 77}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 73}",Clemente Café
nan,"{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 78}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 80}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 94}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 71}",Clemente Café
nan,"{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 67}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 81}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}",Clemente Café
nan,"{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 82}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}",Clemente Café
nan,"{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'busyness_score': 0}","{'time': '6\u202fPM', 'busyness_score': 0}",Clemente Café
nan,"{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}",Clemente Café
nan,"{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}",Clemente Café
nan,"{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}",Clemente Café
nan,"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",Clemente Café
nan,"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",Clemente Café
"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",Fran's Café
"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",Fran's Café
"{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 29}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 22}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '8\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 67}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 32}",Fran's Café
"{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 26}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 71}","{'time': '9\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 47}",Fran's Café
"{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '10\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 89}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 64}",Fran's Café
"{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 79}",Fran's Café
"{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 82}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 92}",Fran's Café
"{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 35}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 85}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}",Fran's Café
"{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 91}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}",Fran's Café
"{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 94}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 95}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 94}",Fran's Café
"{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 92}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 82}",Fran's Café
"{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 82}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 92}","{'time': '5\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 82}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 67}",Fran's Café
"{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 67}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}",Fran's Café
"{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 35}",Fran's Café
"{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 28}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 29}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '8\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 22}",Fran's Café
"{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 14}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 7}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 14}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 16}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 14}","{'time': '9\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 26}","{'time': '9\u202fPM', 'info': 'Usually not busy', 'busyness_score': 11}",Fran's Café
"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",Fran's Café
"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",Fran's Café
"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",café zinn
"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",café zinn
"{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 29}","{'time': '8\u202fAM', 'info': 'Usually not busy', 'busyness_score': 17}","{'time': '8\u202fAM', 'info': 'Usually not busy', 'busyness_score': 16}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '8\u202fAM', 'info': 'Usually not busy', 'busyness_score': 18}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 29}",café zinn
"{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 28}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 35}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 54}",café zinn
"{'time': '10\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 83}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '10\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}",café zinn
"{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 96}",café zinn
"{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 97}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 99}",café zinn
"{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 81}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 91}",café zinn
"{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 82}",café zinn
"{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 77}",café zinn
"{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 77}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}",café zinn
"{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 79}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}",café zinn
"{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}",café zinn
"{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 28}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}",café zinn
"{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}",café zinn
"{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}",café zinn
"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",café zinn
"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",café zinn
nan,"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",Magg Café Copan
nan,"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",Magg Café Copan
nan,"{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'busyness_score': 0}",Magg Café Copan
nan,"{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'busyness_score': 0}",Magg Café Copan
nan,"{'time': '10\u202fAM', 'info': 'Usually not busy', 'busyness_score': 19}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 22}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '10\u202fAM', 'info': 'Usually not busy', 'busyness_score': 19}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 22}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 51}",Magg Café Copan
nan,"{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '11\u202fAM', 'info': 'Usually not busy', 'busyness_score': 15}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 58}",Magg Café Copan
nan,"{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 68}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 79}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}",Magg Café Copan
