sunday,monday,tuesday,wednesday,thursday,friday,saturday,title
nan,"{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 96}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 97}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 95}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 73}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 92}",Magg Café Copan
nan,"{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 90}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 94}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 82}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 79}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 87}",Magg Café Copan
nan,"{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 47}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 75}","{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 83}",Magg Café Copan
nan,"{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 38}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '4\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 92}",Magg Café Copan
nan,"{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}",Magg Café Copan
nan,"{'time': '6\u202fPM', 'info': 'Usually not busy', 'busyness_score': 19}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 20}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '6\u202fPM', 'busyness_score': 0}",Magg Café Copan
nan,"{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}","{'time': '7\u202fPM', 'busyness_score': 0}",Magg Café Copan
nan,"{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}",Magg Café Copan
nan,"{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}",Magg Café Copan
nan,"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",Magg Café Copan
nan,"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",Magg Café Copan
"{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}","{'time': '6\u202fAM', 'busyness_score': 0}",Heaven Caffè
"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",Heaven Caffè
"{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 25}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 26}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 20}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 35}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 40}",Heaven Caffè
"{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 35}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 32}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 73}",Heaven Caffè
"{'time': '10\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 97}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 34}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 71}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '10\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 97}",Heaven Caffè
"{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 50}","{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 85}","{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 82}","{'time': '11\u202fAM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}",Heaven Caffè
"{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 79}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 93}","{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 89}","{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}",Heaven Caffè
"{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 80}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 62}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 80}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 64}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 93}","{'time': '1\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 85}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 74}",Heaven Caffè
"{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 81}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 72}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 69}","{'time': '2\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 86}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 75}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 70}",Heaven Caffè
"{'time': '3\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 84}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 76}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 66}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 72}",Heaven Caffè
"{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 78}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 54}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 75}",Heaven Caffè
"{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 65}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 39}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '5\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 49}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '5\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 79}",Heaven Caffè
"{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 40}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}","{'time': '6\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 45}","{'time': '6\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 75}",Heaven Caffè
"{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 29}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 23}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 33}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '7\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 36}","{'time': '7\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}",Heaven Caffè
"{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}","{'time': '8\u202fPM', 'busyness_score': 0}",Heaven Caffè
"{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}","{'time': '9\u202fPM', 'busyness_score': 0}",Heaven Caffè
"{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}","{'time': '10\u202fPM', 'busyness_score': 0}",Heaven Caffè
"{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}","{'time': '11\u202fPM', 'busyness_score': 0}",Heaven Caffè
"{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}","{'time': '7\u202fAM', 'busyness_score': 0}",The Coffee
"{'time': '8\u202fAM', 'busyness_score': 0}","{'time': '8\u202fAM', 'info': 'Usually not busy', 'busyness_score': 14}","{'time': '8\u202fAM', 'info': 'Usually not busy', 'busyness_score': 15}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 24}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 26}","{'time': '8\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 21}","{'time': '8\u202fAM', 'busyness_score': 0}",The Coffee
"{'time': '9\u202fAM', 'busyness_score': 0}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 31}","{'time': '9\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 44}","{'time': '9\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 38}",The Coffee
"{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 37}","{'time': '10\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 43}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '10\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 67}",The Coffee
"{'time': '11\u202fAM', 'info': 'Usually not busy', 'busyness_score': 13}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '11\u202fAM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 74}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 55}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 60}","{'time': '11\u202fAM', 'info': 'Usually a little busy', 'busyness_score': 57}",The Coffee
"{'time': '12\u202fPM', 'info': 'Usually not busy', 'busyness_score': 7}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 58}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '12\u202fPM', 'info': 'Usually as busy as it gets', 'busyness_score': 100}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 51}","{'time': '12\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '12\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 41}",The Coffee
"{'time': '1\u202fPM', 'info': 'Usually not busy', 'busyness_score': 18}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 46}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 77}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '1\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 57}","{'time': '1\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 35}",The Coffee
"{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 22}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 35}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 52}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 56}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 63}","{'time': '2\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '2\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 34}",The Coffee
"{'time': '3\u202fPM', 'info': 'Usually not busy', 'busyness_score': 15}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 42}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 53}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 71}","{'time': '3\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 59}","{'time': '3\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 43}",The Coffee
"{'time': '4\u202fPM', 'busyness_score': 0}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 30}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 28}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 61}","{'time': '4\u202fPM', 'info': 'Usually a little busy', 'busyness_score': 50}","{'time': '4\u202fPM', 'info': 'Usually not too busy', 'busyness_score': 48}",The Coffee
