title,place_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday
Pizzaria e Galeteria La Bella Itália,ChIJRZX2anNEzpQRAqfBu1jcuzE,,,,,,,
Galeto Moema (inauguração em breve),ChIJ0cf9io5bzpQRXHnJzy1LLWA,11 AM–6 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,10 AM–7 PM,11 AM–6 PM
Galeto's Lapa,ChIJGzPpmHv4zpQRisB8g6inVXA,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm
Galeto De Ouro,ChIJq8iznU9fzpQRbbw0blCRw1o,8 am–10:30 pm,10:30 am–2:30 pm,10:30 am–2:30 pm,10:30 am–2:30 pm,11 am–5:30 pm,10:30 am–9 pm,8 am–10:30 pm
Galeto's Mooca - Tatuapé,ChIJK4L3kUdfzpQRLK43_1Re3NM,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm,11 am–10:30 pm
Galeto Tio Bicão,ChIJT-hrDRBPzpQRKXkvSeLMJmo,11 am–4 pm,Closed,11 am–10 pm,11 am–10 pm,11 am–10 pm,11 am–11 pm,11 am–11 pm
Sabor do Galeto,ChIJRYXWCfZfzpQRnQmVo7xQdDY,,,,,,,
Primo Pollo,ChIJNa0DL-35zpQRKCC2Znb4IKo,,,,,,,
Frangaria | Grelhados na Brasa,ChIJuVvW1E1XzpQRnYMSOgyLpko,11 am–5 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm,11 am–11 pm
Galetos Restaurante,ChIJKwmmLfJWzpQRc6re6SSTwAo,,,,,,,
Stone Chicken Delivery,ChIJhWAOMKP5zpQRzJd4UYbOruA,11 am–5 pm,9 am–5 pm,6–11 pm,Closed,6–11 pm,6–11 pm,11 am–11 pm
Galetos Na Brasa,ChIJiajcgkVFzpQRI_Ww3MopceQ,,,,,,,
Via Bari Restaurante,ChIJX1Ma9cBZzpQRJrnC19dYRCg,Closed,11:30 am–3 pm,11:30 am–3 pm,11:30 am–3 pm,11:30 am–3 pm,11:30 am–3 pm,Closed
Le Coq Frango Assado São Paulo,ChIJUWmjhHZbzpQRL2zr_Q0Uvz8,10 am–5 pm,Closed,Closed,10 am–3 pm,10 am–3 pm,10 am–3 pm,10 am–5 pm
T-Burger Mello's,ChIJaUeCG-73zpQRmyW95u6u680,4 pm–12 am,6 pm–12 am,Closed,6 pm–12 am,6 pm–12 am,6 pm–12 am,3 pm–2 am
Dom Galetos Grill,ChIJEfoEcClRzpQRO-ZIt14Y1XQ,11 AM–6 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10:30 PM,11 AM–10:30 PM,11 AM–10:30 PM
Barcelos Vila Mariana - Flame Grilled Chicken,ChIJ8-qX1OJZzpQRC2gTQ10holI,12–6 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–10 PM,12–10 PM
Fritos & Assados,ChIJXzhdY7pQzpQRs_5N6zEmH9w,8 AM–10 PM,Closed,8 AM–10 PM,8 AM–10 PM,8 AM–10 PM,8 AM–10 PM,8 AM–10 PM
Magic Chicken,ChIJFfjx1U1ZzpQRDzabwVLpPTY,11:30 AM–11 PM,11:30 AM–10 PM,11:30 AM–10 PM,11:30 AM–10 PM,11:30 AM–10 PM,11:30 AM–10 PM,11:30 AM–11 PM
Rei do Galeto,ChIJwWk6iO1DzpQRh4BZfH7HQSA,8 AM–5 PM,10:30 AM–3:30 PM,10:30 AM–3:30 PM,10 AM–10 PM,10 AM–10 PM,10 AM–10 PM,8 AM–10 PM
Pizzaria Nova vergueiro,ChIJb45lBChbzpQR8XjGUdtYvoY,8 AM–11 PM,8 AM–11 PM,8 AM–11 PM,8 AM–11 PM,8 AM–11 PM,8 AM–12 AM,8 AM–12 AM
Magic Chicken,ChIJ22bGpedbzpQRkl2Q2vTDi-Y,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM
Magic Chicken Moema,ChIJRwkJdA5azpQRZyM8GrH5H1E,11 AM–11 PM,Closed,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM
Nova Milenium II,ChIJbwEi_VVZzpQRFIb6zkjaVOQ,Closed,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–5 PM
Galetta Bar,ChIJVXpo7OhczpQRfalI1WHhMWI,12–11 PM,Closed,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM,5 PM–2 AM,12 PM–2 AM
Baby Beef Wine House,ChIJT48IbiNRzpQRSGZ6o99GYQ8,12–10:30 PM,12–10:30 PM,12–10:30 PM,12–10:30 PM,12–10:30 PM,12–10:30 PM,12–10:30 PM
A Toca Choperia Pizzaria Galeteriae,ChIJIWztu61EzpQRZ249rrLJJUQ,6 PM–1 AM,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6 PM–1 AM,6 PM–1 AM
Frango Frito,ChIJRWsAf2dRzpQRZM5AbbqGtQ8,9 AM–10 PM,9 AM–10 PM,9 AM–10 PM,9 AM–10 PM,9 AM–10 PM,9 AM–10 PM,9 AM–10 PM
Chicken Club (Bom Retiro),ChIJYTrhgdFezpQRd1j28ewGx0A,Closed,4–9 PM,4–9 PM,4–9 PM,4–9 PM,4–10 PM,4–10 PM
Cantina Veneta,ChIJxbAa3X5SzpQRKIL0UM-2EPU,11:30 AM–4 PM,Closed,11:30 AM–4 PM,11:30 AM–4 PM,11:30 AM–4 PM,11:30 AM–4 PM,11:30 AM–4 PM
Caçarola Restaurante e Bar,ChIJEUmq_XNpzpQRYaRyTf72K5Q,Closed,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM,8 AM–7 PM
Barcelos Moema - Flame Grilled Chicken (Flagship),ChIJGV0upPpbzpQR3Y9DnET9bH4,11:30 AM–5:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–11 PM
Pasta & Magia Di Totó Delivery,ChIJwwi78t33zpQRFzukBpnqHzg,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM
Stone Rolls,ChIJV5Mk_ab3zpQRD5OFGJnYj9A,10 AM–5:30 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,Closed,11 AM–10 PM,11 AM–10 PM
Jaú Galeteria - Unidade Belfort,ChIJW0fG27BRzpQR9AjMxNj_QLs,9 AM–3 PM,Closed,Closed,Closed,Closed,Closed,9 AM–3 PM
Garrido Restaurante,ChIJc7-AgW7_zpQRgQAO251UHOg,Closed,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM,11 AM–3 PM
Espetinhos 3 irmãos,ChIJDVxaBLf1zpQR_GDVxmh-0Jk,Closed,5–11 PM,5–11 PM,5–11 PM,5–11 PM,5–11 PM,5–11:30 PM
Os Girassóis Restaurante,ChIJVw8J54qrz5QRmn6JDre3XUw,9 AM–5:30 PM,Closed,Closed,Closed,Closed,Closed,9 AM–5:30 PM
Justa Causa Restaurante,ChIJr3wJnwhYzpQRQuYkVWBQWDE,Closed,6:30 AM–5 PM,6:30 AM–5 PM,6:30 AM–5 PM,6:30 AM–5 PM,Closed,Closed
Quintal 103,ChIJ8ZGsbGdYzpQRPJF9s4N1D4w,Closed,8 AM–3 PM,8 AM–3 PM,8 AM–3 PM,8 AM–3 PM,8 AM–3 PM,Closed
Takô,ChIJkyhyCqdZzpQRm3ZPazhGrKE,11:30 AM–12 AM,5 PM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–1 AM,11:30 AM–1 AM
HUB Food Art Lounge,ChIJGbDeM09XzpQRR3Okpl-5CZw,6–11 AM,6–10:30 AM,6–10:30 AM,6–10:30 AM,6–10:30 AM,6–10:30 AM,6–11 AM
Restaurante Baby Beef Jardim,ChIJVXW2HJNCzpQRY0-rMeaHSHQ,12–5 PM,12–11:30 PM,12–11:30 PM,12–11:30 PM,12–11:30 PM,12–11:30 PM,12–11:30 PM
Bellini Ristorante,ChIJVdSoOkbPyJQR5x5lrwxmm9g,12–4 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM
Piselli Jardins,ChIJWYtgBtdZzpQRP0GVQYNmskY,12–11 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12 PM–12 AM,12 PM–12 AM
Giardino Ristorante,ChIJQxLQEbExxpQRDKOm0qRs4Mg,11 AM–4 PM,11:30 AM–3 PM,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3:30 PM
O Conde Restaurante,ChIJ28Q4mnuXpgAREvP-CHzQgAg,12–5 PM,Closed,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,12–3:30 PM,12–3:30 PM
Pescara,ChIJEa9V1Xrk3JQRxZ4e7X5wWt0,12–3 PM,Closed,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–2:30 PM,11:30 AM–3:30 PM
Alloro al Miramar,ChIJFYqonejVmwARbCp9HS1ageo,12:30–11:30 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12:30–11:30 PM
Così Italian Restaurant,ChIJtSOw-j5YzpQRyAn_v5BdOIk,12–10 PM,12–11 PM,12–11 PM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM
La Terrasse Café & Bistrô,ChIJ7W95GGxnv5QRtebMZMqcy2M,Closed,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM
Rosa & Vinho Restaurante,ChIJH8FYRo5fzpQRmtTQYbZKQIk,12–4 PM,Closed,7–11 PM,7–11 PM,12–3 PM,12–3 PM,12–4 PM
Espaço Cheia de Graça - Arte & Sabor,ChIJaZy9XXavoAARIs1BicYIF_Q,12–4 PM,Closed,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,Closed,12–4 PM
Restaurante Villa Fontana,ChIJafitkFhD65QRrti_jYQMPcc,Closed,12–2 PM,12–2 PM,12–2 PM,12–2 PM,12–2 PM,12–2 PM
Lorient Bistro,ChIJnYassxEDzpQREo2_ha026hY,12–4 PM,Closed,Closed,12–10 PM,12–10 PM,12–10 PM,12–10 PM
Terrazza 40,ChIJe4Q-kGrj3JQRvgQODR0GUdc,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM
NAU Frutos do Mar,ChIJo3shSFojWpMRXWBjcy_wxRQ,11:30 AM–12 AM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–3:30 PM,11:30 AM–12 AM,11:30 AM–12 AM
Cantina Pastasciutta Boulevard Laçador,ChIJCZJhaMV5GZURbt5OEXVQaxQ,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM,11 AM–11 PM
Artusi Restaurante,ChIJb-IXQRc4J5URpUC30rp1jgw,12–4 PM,11:30 AM–4 PM,11:30 AM–4 PM,11:30 AM–4 PM,11:30 AM–4 PM,11:30 AM–4 PM,12–4 PM
Muu Steakhouse,ChIJS_tyFONkJA0RpJO4nbMQtIk,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM
NAU Frutos do Mar,ChIJe-c1LCPdrAcR5Z11M-uVoTM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM,12–3:30 PM
"MEETING, restaurante & eventos",ChIJL8OTgiVzIg0RD6SKaxT_tLw,Closed,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM
POA Parrilla,ChIJ_y3BUZt5GZURiliY6fPlu5Y,11:45 AM–4 PM,Closed,11:45 AM–10 PM,11:45 AM–10 PM,11:45 AM–10 PM,11:45 AM–10 PM,11:45 AM–10 PM
L'Épicerie,ChIJlbXyafTj3JQRWYlGH6bY3EI,12–3 PM,Closed,7–10 PM,7–10 PM,7–10 PM,7–10 PM,12–3 PM
Don Pascual,ChIJz0h0d4TnmwARJxYkwgn3OkI,8 AM–12 AM,8 AM–12 AM,8 AM–12 AM,8 AM–12 AM,8 AM–12 AM,8 AM–2 AM,8 AM–2 AM
Wanderlust Bar & Cozinha,ChIJJSnFFdBZzpQRDH46B55PVWg,12–5 PM,12–3 PM,12–11 PM,12–11 PM,12–11 PM,12–11:30 PM,12–11:30 PM
Skye,ChIJpUToQOFZzpQR44DnWaMFgO4,7–11 AM,7–11 AM,7–11 AM,7–11 AM,7–11 AM,7–11 AM,7–11 AM
Casa Três Bistrô & Suítes,ChIJ2UVGCzvnmwARt17sKraUQlg,,,,,,,
Gran Steak,ChIJo2Sib9m-uZQRasvQ4lOR6kA,11:30 AM–4 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–4 PM
Bacalhau Vinho e Cia do ITAIM,ChIJAy-xygBXzpQRUvHB9h2_b3Y,11:30 AM–5 PM,11:30 AM–4 PM,11:30 AM–4 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM,11:30 AM–11 PM
Potenza,ChIJvzNxS0_UvQARwEfjjLeMIr0,12–3:30 PM,Closed,7–11:30 PM,7–11:30 PM,7–11:30 PM,7–11:30 PM,7–11:30 PM
Pacco & Bacco,ChIJw2FpBqy4oQARWfnxzYpJqSs,7–11 PM,Closed,7–10 PM,7–10 PM,7–11 PM,7–11 PM,7–11 PM
Beefbar,ChIJ6RYi11hZzpQRk9NkiLcujQI,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM,5 PM–1 AM,12 PM–1 AM,12 PM–1 AM
L'Osteria Villa Casato,ChIJfcvM8niJzJQRA3v0QVedBAY,1–11 PM,Closed,7–11 PM,7–11 PM,7–11 PM,1–11:30 PM,1–11:30 PM
Explorer Bar,ChIJ2duMhXd_mQARPb3Ob2QMqrE,9 AM–10 PM,Closed,5–11 PM,5–11 PM,5–11 PM,5 PM–1 AM,9 AM–1 AM
Bar e Lanche Floriano Chic,ChIJE0GJblVQzpQRPYne4AZFFPo,Closed,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM
Hotel Emiliano - Restaurante Emile,ChIJbX5dmWh_mQARt1izllahKe8,7–11 AM,7–11 AM,7–11 AM,7–11 AM,7–11 AM,7–11 AM,7–11 AM
Marinna Gastronomia,ChIJrTwFxb1XzpQRlqu96Pe6-UI,Closed,Closed,12–2:30 PM,12–2:30 PM,12–2:30 PM,12–2:30 PM,12–10 PM
BENEDITO Restaurante,ChIJ00pQtVbPyJQRt_1c-XHXhSc,12–3:30 PM,Closed,Closed,12–3 PM,12–3 PM,12–3:30 PM,12–3 PM
Nino Cucina,ChIJh2BVz2dXzpQRKObw6p-CeDc,12–10 PM,12–4 PM,12–4 PM,12–4 PM,12–4 PM,12 PM–1 AM,12 PM–1 AM
Restaurante Quinta,ChIJIfAqF4PnmwARXo_CI7Lz4AY,12:30–5:30 PM,Closed,12:30–5:30 PM,Closed,Closed,Closed,12:30–5:30 PM
Le Foyer Restaurante,ChIJWfYcBbSJzJQR3Ih6foxSdOc,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM
Casa dos Contos,ChIJ5ZEBC8OZpgARb_qs4weIpDw,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–12 AM,11:30 AM–1 AM,11:30 AM–1 AM,11:30 AM–1 AM
Restaurante Drummond,ChIJ7TdJVMSZpgARqZLx9A77Czw,6:30 AM–11 PM,6 AM–11 PM,6 AM–11 PM,6 AM–11 PM,6 AM–11 PM,6 AM–11 PM,6:30 AM–11 PM
Una Gastronomia,ChIJu2DMTt2_uZQR36BDuMXVd9g,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM,11 AM–10 PM
Oui Paraty,ChIJXZ-yhiZtnQARE-dEGNz3SAc,12–11 PM,3:45–11 PM,Closed,3:45–11:30 PM,3:45–11 PM,3:45–11 PM,12–11 PM
Primitivo Búzios,ChIJWXCwQ3JVlgARUxq8F7Zk9tE,6:30 PM–1 AM,6:30 PM–1 AM,6:30 PM–1 AM,6:30 PM–1 AM,6:30 PM–1 AM,6:30 PM–1 AM,6:30 PM–1 AM
Canto da Mata Restaurant,ChIJD4PVf_ZVzpQR21g_edWR8w8,12–4 PM,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,12–4 PM
Philippe Restaurante,ChIJ880VD6hQzpQR_9a0h3tOWNc,12–10 PM,12–10 PM,12–11 PM,12–11 PM,12–11 PM,12 PM–12 AM,12 PM–12 AM
Donna Jô,ChIJlRIuLPr_lgARJHSp3Yu6DeI,1–9 PM,3–11 PM,3–11 PM,Closed,3–11 PM,3–11 PM,3–11 PM
Salí Restaurante,ChIJmWDZWUvUmwARzVHjDRD5-fA,1–11 PM,5:30 PM–12 AM,5:30 PM–12 AM,5:30 PM–12 AM,5:30 PM–12 AM,12 PM–1 AM,12 PM–1 AM
Neo Restô & Co,ChIJf-e_dGsUzJQRucoyE9gN-ng,12:30–3:30 PM,Closed,Closed,12:30–5 PM,12:30–5 PM,12:30–10 PM,12:30–10 PM
Restaurante La Gare,ChIJ-dfyDoNVlgAROteZhlmTVC8,1–10:30 PM,1–10:30 PM,1–10:30 PM,1–10:30 PM,1–10:30 PM,1–10:30 PM,1–10:30 PM
"Padaria Real ""Alto da Boa Vista""",ChIJHdkiHnBgz5QRkbkov4ObFdI,6:30 AM–11 PM,6:30 AM–11 PM,6:30 AM–11 PM,6:30 AM–11 PM,6:30 AM–11 PM,6:30 AM–11 PM,6:30 AM–11 PM
Batataria Nerí's,ChIJg0SC869pzpQRR3qW-NTS5Rk,,,,,,,
Soggiorno Pizzaria,ChIJHesAjxYDz5QR_IdaaU0TY5E,6–11:30 PM,6–11:30 PM,6–11:30 PM,6–11:30 PM,6–11:30 PM,6 PM–12 AM,6 PM–12 AM
Bravo Bar & Cozinha,ChIJ20WKcDZfzpQRiVft0AZbvVE,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–1 AM,11 AM–1 AM
Cumbuca Restaurante e Pizzaria,ChIJ1SRief6ZpgAR9SoLf9B69hI,9 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM
Veridiana - Perdizes,ChIJ5_Po3htYzpQRnfF7iGYmwgk,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–1 AM,6 PM–1 AM
Yosugiru Sushi Alphaville,ChIJqdhKxLMDz5QR3MJ4ZxFMykE,12–4 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,12–4 PM
Ráscal GRU,ChIJU73KTVaKzpQReqKrU-vr-SU,12–10 PM,12–10 PM,12–10 PM,12–10 PM,12–10 PM,12–10 PM,12–10 PM
Restaurante Kaishi,ChIJK6mOGehczpQRp7aUBPUpWwA,12–4 PM,12–2:45 PM,12–2:45 PM,12–2:45 PM,12–2:45 PM,12–2:45 PM,12–4 PM
A Pizzaria Gourmet,ChIJhfTlOtVQzpQRAhocGlKamN4,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11 PM
Pizzaria Villa Roma Bistro - Jardins,ChIJF7Fzbc5ZzpQRG3t9asgpm3g,6–11 PM,Closed,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11 PM
Shoshana Delishop,ChIJvbfRT2dYzpQRDciuMFW7-bo,12–4 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–4 PM,12–4 PM
Avenida Paulista Pizzeria,ChIJ5_JL53Pk3JQRcgKFrzAdJj0,6 PM–12 AM,11:45 AM–2:30 PM,11:45 AM–2:30 PM,11:45 AM–2:30 PM,11:45 AM–2:30 PM,11:45 AM–2:30 PM,6 PM–12:30 AM
Restaurante Vindouro,ChIJEYz7WCTk3JQRd3EHSfx31OU,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM
Primeli Bistrô,ChIJwzfoaSGapgARDUoTqnvEy-w,12–4 PM,Closed,Closed,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,12–4:30 PM
RUELLA Bistrô,ChIJcb3B1lZXzpQRxWLiCpmQgzU,Closed,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,7 PM–12 AM,1–5 PM
Bistrô Santa Tábua & Vinho,ChIJj2veN1ZdzpQRJFTISbSE9U0,12–4 PM,Closed,Closed,6:30–11 PM,6:30–11:30 PM,6:30–11:30 PM,12–4 PM
Anella Ristorante,ChIJ69u34TeQpgARDYiVHSmD0N8,12–10 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12 PM–12 AM
The View Bar,ChIJlyMjocdZzpQR3rDBZToBv8M,Closed,6 PM–12 AM,Closed,Closed,6 PM–2 AM,6 PM–2 AM,6 PM–2 AM
Bravo Bistrô,ChIJm-vcLEtZzpQRz3u0UIfp4gc,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12 AM,11 AM–12:30 AM,11 AM–12:30 AM
Casa Gusto Ristorante Italiano,ChIJ6_iq1kmVpgARRaKtXMINbNw,Closed,Closed,7–11 PM,7–11 PM,7–11 PM,7–11:30 PM,7–11:30 PM
Le Réchaud,ChIJq1eH1uTj3JQRlggU3xDh0us,Closed,7–11 PM,7–11 PM,7–11 PM,7–11 PM,7–11 PM,7–11 PM
Restaurante Villa Di Pasta,ChIJzU9d9LMdzpQRgsot86w2lOM,11:30 AM–5 PM,Closed,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,12–3:30 PM
Restaurante Les Deux (Exclusivo Delivery),ChIJBVWKl9WbyJQR1HFZngaU2oQ,11 AM–2:30 PM,Closed,Closed,11 AM–2:30 PM,11 AM–2:30 PM,11 AM–2:30 PM,11 AM–2:30 PM
Brasiliano,ChIJh98g_l1D65QRnsvZawdSnQ4,Closed,Closed,Closed,Closed,7–11 PM,7 PM–12 AM,7 PM–12 AM
Bistro Faria Lima,ChIJZY2LW0VXzpQRGACbHbEwbJg,Closed,12–3 PM,12–3 PM,12–3 PM,12–3 PM,12 PM–12 AM,12 PM–12 AM
Fiorino Ristorante,ChIJX09dAkV-mQARwvYMGeQgtJQ,12–9:40 PM,6–10:50 PM,6 PM–12 AM,6 PM–12 AM,6 PM–12 AM,6 PM–12:10 AM,6 PM–12:10 AM
Zino adega e restaurante,ChIJsRt_oIlZzpQRq1oTZmSXbFo,12–5 PM,Closed,Closed,Closed,12–4 PM,12–4 PM,12–4 PM
Restaurante O Garimpo,ChIJWdPVt2-rz5QRmP_U1lL_2eo,11:30 am–6 pm,11:30 am–4 pm,11:30 am–4 pm,11:30 am–4 pm,11:30 am–11 pm,11:30 am–11 pm,11:30 am–11 pm
AA Wine Experience,ChIJKVA_62GXpgARbQd5SN3QPtk,Closed,6–11:30 pm,6–11:30 pm,6–11:30 pm,6–11:30 pm,6 pm–12 am,6 pm–12 am
Bistro Felissimo,ChIJlY7LSIjJ2JQRikvc64vSfbI,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm,8 am–11:30 pm
Bistrot de Paris,ChIJQ8JnB9RZzpQRyhwKLiZVucU,12–10 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–11:30 pm,12 pm–12 am,12 pm–12 am
Maialini,ChIJS0qvPFLPyJQRodzUv_1oE7Y,12–3:30 pm,Closed,Closed,12–2:30 pm,12–2:30 pm,12–2:30 pm,12–3 pm
Famiglia Fadanelli,ChIJRdN7xKDh3JQRkBBRI3V_WdI,12–3:30 pm,Closed,7–10 pm,7–10 pm,7–10 pm,7–10 pm,12–3:30 pm
Enoteca Alphaville,ChIJ3czyJiMCz5QRN0yXpaHsoQw,Closed,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–3:30 pm,12–4 pm,12–4:30 pm
Bene - Leblon,ChIJfV_M7zfUmwARip7d_5zvykI,6–11 am,6–11 am,6–11 am,6–11 am,6–11 am,6–11 am,6–11 am
La Borgata,ChIJu4cguJKosJQRWSfvonuXaUc,10:30 am–2:30 pm,10:30 am–2 pm,10:30 am–2 pm,10:30 am–2 pm,10:30 am–2 pm,10:30 am–2 pm,10:30 am–2:30 pm
Questo Pasta,ChIJqxOmKO1CzpQR1MJc-rjYTWw,12–4 pm,Closed,12–3 pm,12–3 pm,12–3 pm,12–3 pm,12–3 pm
Cantinho do Luiz,ChIJ0zcQUwpAzpQRKYA2QtM97Fg,6 pm–1 am,Closed,6 pm–1 am,6 pm–1 am,6 pm–1 am,6 pm–3 am,6 pm–3 am
Cucina Si Italianissimo,ChIJvRu5BpBezpQRiHVRbydfmrw,12–4 PM,Closed,12–3 PM,12–3 PM,12–3 PM,12–3:30 PM,12–4 PM
La Spezia Ristorante,ChIJ3XO88hLl3pQR8XZ_-bUuTVs,Closed,Closed,6–11 PM,6–11 PM,6–11 PM,6–11 PM,6–11 PM
Pé de Manga,ChIJZbkgyL5XzpQRVQi7sdMi6Ok,12–10 PM,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM,12 PM–1 AM
Restaurante O Estrangeiro,ChIJ58n_wJwZ35QRFdYVj2PILm0,Closed,Closed,7–10:30 PM,7–10:30 PM,7–10:30 PM,7–10:30 PM,11:30 AM–2 PM
Le Blé Noir,ChIJwWZiz0DVmwARe8SEaQNDqDo,Closed,7:30 PM–12 AM,7:30 PM–12 AM,7:30 PM–12 AM,7:30 PM–12 AM,7:30 PM–1 AM,7:30 PM–1 AM
Due Cuochi Cidade Jardim,ChIJZTLpQNJQzpQRdTXwxcAZXM0,12–10 PM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM
Restaurante Banana da Terra,ChIJs3jCkyFtnQARdc3W5OJoWmE,12–3 PM,7–11 PM,Closed,7–11 PM,7–11 PM,12–3 PM,12–3 PM
Xian Rio,ChIJzRXrptyBmQARwwyUOYlKvtQ,12–10 PM,12–11 PM,12–11 PM,12–11 PM,12–11 PM,12 PM–12 AM,12 PM–12 AM
Coco Bambu - Unidade JK,ChIJZZJTCuJZzpQRLRnZT6pE6aU,11:30 AM–11:30 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–3 PM,11:30 AM–11:30 PM,11:30 AM–11:30 PM
