Nome,ID,Cluster,NotaMedia,QntdAvaliaçoes,FaixaPreço,Categoria,Thumbnail
DOGÃO HAMBÚRGUERIA,ChIJOeClTb1TzpQRJkc6fHNBhwA,6,"4,3",114,5,bar,https://lh5.googleusercontent.com/p/AF1QipM5IMyqw-8uMNvsF4HwpG7dMc8dpX4weRslCngd=w122-h92-k-no
Dogão do M,ChIJpSYWXjuv2JQRfXYZbz4ll8o,12,"4,5",125,5,bar,https://lh5.googleusercontent.com/p/AF1QipOh-53hjVpZ9gMK3q1d6McJRcp1aNJYmjkJjJqQ=w92-h92-k-no
Dogao Da Vila,ChIJmfMw8c_93JQRlGPNLfJCjas,12,"4,6",28,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipORmRg-fmO6ciblyKpy-KSai3DfAfyWW9hXXrVB=w111-h92-k-no
Márcio Dogão Itapevi,ChIJK4BCtZEHz5QRHH0v8B_bb3I,1,"4,4",272,5,bar,https://lh5.googleusercontent.com/p/AF1QipNqJubiZWxpgw7KEzO-Med63LTwykZD_X7o6A9e=w199-h92-k-no
Dogão Burguer,ChIJHbcK61u_pgARm8nOzgIr_jg,4,"4,2",448,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipPXuSXnEorhGtuOBfN3WlDW9rZRffRc39NrU2hm=w163-h92-k-no
Dogão da Eliete,ChIJRQEMdOvdypQRx9EoKM7mLpk,11,"4,2",94,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMTMf8WIWuJC_hWxtwGVBontr_0trbyS6Lm7ZMc=w80-h106-k-no
Dogão Do Regis,ChIJBRNz04pmzpQRuWyWxLREHtg,6,"4,4",229,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipP_aawpBCVHGcBWrF8oxh3ayaYuHCgLZ-LYj9LV=w122-h92-k-no
Aki Dogão da Marisa,ChIJF-LZBwBzz5QRLVqko9k_6fc,12,"4,6",370,5,bar,https://lh5.googleusercontent.com/p/AF1QipNjIirHBgZ86_1YMb63Be0X_br_-3k0m2D4T-1z=w163-h92-k-no
Ki Dogão Lanches,ChIJ_0DfsmdRzJQRftUtMyiVi9w,8,"4,5",357,0,bar,https://lh5.googleusercontent.com/p/AF1QipOPc8YnboT0PEZdHDRPkRbAFU0YGb_ErgJma3Si=w163-h92-k-no
Dogão do Magrão,ChIJl2ccqzhbzpQRtrTnQ6jP2dQ,3,"4,8",91,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipM0nzypy6zOfJ-IMEFJsgnHcgPm53m9h5GANrlS=w163-h92-k-no
Ki Dogão Restaurante,ChIJKy0VF8e4yJQRMVZRnZmuZ1o,0,"4,2",1199,0,bar,https://lh5.googleusercontent.com/p/AF1QipPBYwY1hfs_tOxuQRgh71r22GEA9QitK7uNI7Ad=w122-h92-k-no
Dog do Dico,ChIJ25iSlCmu2JQRh7mSlIez0ck,12,"4,7",588,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipO951fDe5r-Y5l_cxjiIKJ9Zu_NgYUDFH1JCjYs=w122-h92-k-no
Dogão da Praça da Toco,ChIJ13rXgRBezpQR-MV3Ah5CU4k,12,"4,4",5307,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMwk2IogIameR2ohpxsIoIeFF4i-gBzgHoXdTHO=w80-h106-k-no
Hot Dog adriatico dog no pratao,ChIJgR274fhpzpQRCLIYMI_l5pQ,14,"4,3",589,0,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMn3lgzu8-7hPLbpFyaqfperSpzpI4acLj2HsKx=w163-h92-k-no
Dogao Jurerê,ChIJOVO-9XlEJ5URRtUg3neoWR8,2,"4,4",93,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipOQuy0_8Pl7Uevgk2w5luCGbjchflVf-bzxu0bT=w122-h92-k-no
Hot Dog Da Vanda,ChIJR9oTi6oSz5QR-odLXydWdKk,3,"4,4",627,0,bar,https://lh5.googleusercontent.com/p/AF1QipMz7QdJ2UDghuc-7wyjB3vAPVfzSwBfaHlpAwiM=w80-h106-k-no
Prensadão Do Urso,ChIJeb53Q_y12JQR2Kz4XfJygHw,7,"4,6",857,0,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipNbyaxY59JzR0e6EM2kVG1DfMs7PfVjjDGb23-X=w122-h92-k-no
Leonel Lanches,ChIJedqVjCPX7JQRX6TSscRWnBg,5,"4,5",1267,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipNrzpStDndaRfRWAw4xkGZMbC1cYQfM03CTnE1w=w122-h92-k-no
Ponto de Encontro Lanches,ChIJrYGeu2t-mQAR5pDrZ2Pu6E8,13,"4,4",241,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipM4vlkJitCI6OP6XGITZquesz8_mXNd52cmNpOA=w194-h92-k-no
Monster Dog,ChIJBZR2pNtmzpQR3Z1XJMnjx2Y,4,"4,1",129,0,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMvW4XwYRbYAapRyn4-IY_ttcbJy258ocXjvFZ6=w122-h92-k-no
Hot Dog Tancredão,ChIJOVnUHTDJyJQRDV7szWf-YbI,3,"4,8",128,5,bar,https://lh5.googleusercontent.com/p/AF1QipM_EDTGlIrfwDGOw9E90TFmbW1qPdhIWRLTGAzv=w80-h106-k-no
Dogão da Simone,ChIJ93V2aAunvpQRh1RrT9tsz9I,3,5,21,5,bar,https://lh5.googleusercontent.com/p/AF1QipMSIU5Mir3aNb7PHkGdL4JjeKwZ17Rlx_2UOqxO=w122-h92-k-no
Cantinho do Dogão,ChIJo0azkcvQ35QRPozyPyAdDFg,2,"4,6",597,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipP97Lif5C5n1mWFaVQeWpSJw2KIIvLIImSCJmVa=w163-h92-k-no
Hot Dog Brasil,ChIJxb1lz9Qmz5QRdf8lP_W0M04,5,"4,5",1718,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMqT7Ys5kMmzaAt2T5PL4ygJ5Bb2aL_iNi0Bnc9=w122-h92-k-no
Busão Hot Dog's,ChIJhdpStMRb65QR7UORyN82Ol8,8,"4,7",198,1,bar,https://lh5.googleusercontent.com/p/AF1QipP31Tcuqda5zTgBcqSk-XW4bnWAV1Al7pbliEig=w122-h92-k-no
Chico Rosa Parrilla Bar,ChIJ6zjynBtgz5QRNv0rTYPB_FA,4,"4,5",1403,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipM0oMdylDoRTRLeGxmXU4bwRuxefRI05SnxlUHD=w122-h92-k-no
Rock'n Dog,ChIJKZsBOq7h3JQR_EUDqkcxoCw,3,"4,7",207,1,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipNAu71aGjZDZm4NMJiikWZHq9w6vAjllP7zeSbw=w80-h142-k-no
Dogao do Santista,ChIJzXOe_7xYzpQRURvBqpg3MfQ,11,"4,5",130,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipO084AJjfNgdW3-ja0Hj6WVxP6Mitnr1Zz2XcX2=w122-h92-k-no
Dogão Mil Grau,ChIJ91f_lMJezpQRUgRovkMWIc4,10,"4,7",3,5,bar,https://lh5.googleusercontent.com/p/AF1QipNMytuPrFtGCccznvGKgPGo8aST83TUheN7LyZ9=w80-h106-k-no
Dogão da Praça,ChIJ4zQtrOpezpQRXJN0sgG0zvU,8,"4,8",6,5,bar,https://lh5.googleusercontent.com/p/AF1QipN0ICMmgSXxZG7ztvTRsykI4I9MPMWR2j17H174=w80-h106-k-no
Dogão do Paulão,ChIJL3v9O11nzpQRmuRoWFs5ZcU,6,5,1,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMGli8YArcxy0Je2l5OlWBlLlBiUXjreww45Odf=w122-h92-k-no
Dogão do Paulinho,ChIJ0-U9rF1dzpQRzcrcDtGP9l4,1,5,3,5,bar,https://lh5.googleusercontent.com/p/AF1QipNxbpjnKuG_7N37lwoF38UZMz-DtB9-sEXt0QoA=w122-h92-k-no
Lanches Ki-Dogão,ChIJq96PnDZfzpQRM3NGvylXHN8,15,"4,8",27,5,bar,https://lh5.googleusercontent.com/p/AF1QipNvyojO4yLApIt4lCQ00ZHq6RoLvwu5yZIcLbxL=w92-h92-k-no
Dogão da Romero 2,ChIJJ6Fp4qdhzpQRaQ4S9gfkT7M,10,"3,8",145,0,bar,https://lh5.googleusercontent.com/p/AF1QipNFdI0mnQAskWA0u9K9q4rUMpn_ARzsyvp1eIP1=w80-h98-k-no
Dogão Do Renzo,ChIJtZwfh1D0zpQR4lhNWd47038,2,"4,2",1145,0,bar,https://lh5.googleusercontent.com/p/AF1QipNAuHZImSgqXBDxfKVxZTYkqxHqS3NhRHD8Khi3=w80-h106-k-no
Dogão do Renzo - Guapira,ChIJZ5_hyiX3zpQRh-c44fFI2o8,8,"4,7",29,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipN8EQioRSgC9GF0uhEaQ4KxFNa_T9eHXx352eUC=w92-h92-k-no
Hot Dog da Rose - O melhor dogão de Osasco,ChIJTbx74hH_zpQReTO9nqXLheY,12,"4,9",9,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipOWeuZwf8daJgGPWQIRqOKoeBw--ymm8Nov_iv6=w163-h92-k-no
Dogão do menão,ChIJx9M5Ih9VzpQRk-tW-rRClHc,3,5,6,5,bar,https://lh5.googleusercontent.com/p/AF1QipNo57hnfDkkRxVY-uh1_KWWdoqD-y6XMHAtGGw5=w80-h177-k-no
Dog Do Marcao,ChIJ8XToYxNfzpQR-UzhnMpy7is,3,"4,8",57,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipMnRVgoyIsBU2yB2jrS1LAU8j90ahD5ERAL4VQy=w80-h142-k-no
Dogão do Paulão,ChIJHV1_eyj-zpQR1_AzOmAEeC4,1,"4,6",97,0,bar,https://lh5.googleusercontent.com/p/AF1QipN-fbk4Zn1t8u8QGA8cFFICoT8xPJDuthxEmdbq=w122-h92-k-no
Dogão,ChIJZf2jhO5szpQR29xhrpCCxCQ,13,"4,7",22,5,bar,https://lh5.googleusercontent.com/p/AF1QipOT_9pisAz6HP-F-fkxZSlfO_3KGlaXS7-u0plC=w163-h92-k-no
Dogão Burg,ChIJFfB9bG-LzpQRPstkL39OmhM,11,"4,8",43,5,bar,https://lh5.googleusercontent.com/p/AF1QipO1F1iqQJIyMrK_jCIdkHdv0Op3wv1ZaoF_bF4L=w80-h106-k-no
Tom Dogão,ChIJy8Wud8gJz5QRcwbi7SoY8mA,9,"4,6",82,5,bar,https://lh5.googleusercontent.com/p/AF1QipPmR8uygKOB6Qx2zj1kv0hzUciERKSOxALdwL3n=w122-h92-k-no
Hot´ Dog Noah,ChIJ5VEdFxP_zpQRa30GahkfP5k,11,"4,7",40,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipNWGUSQNmVTGcbJELTezWpmKOkQFvQmexW-SS6K=w80-h177-k-no
Marcio Dogão,ChIJAZ1P0f6mz5QRzHi5UAB9mbI,1,"4,2",605,1,bar,https://lh5.googleusercontent.com/p/AF1QipMQg_Cd32WXIl29KDwvu5RNoKNa_qliya256tdx=w122-h92-k-no
Dogão do menão,ChIJ95HkKzVUzpQRBQPWFpRY17c,3,"4,6",95,0,bar,https://lh5.googleusercontent.com/p/AF1QipOBt6mG4qubovLaLG86zOxj6x_JomjS4zLpSYNI=w163-h92-k-no
Dogão Lanches,ChIJ4UzCNxtPzpQRgJ0ic-i4RKM,13,"3,8",11,5,bar,https://lh5.googleusercontent.com/p/AF1QipNj1ik7D_ZV7DkLfjmsQfZBI1lCpEPEjoN4tU_B=w80-h106-k-no
Dogão Gostosão Lanches,ChIJhx-b0Wz4zpQRIk8Nkp5YmAY,3,"4,7",7,5,bar,https://lh5.googleusercontent.com/p/AF1QipMXrPEYAKyC-5HINYcdyuzoW_LefwTAZePhD1bT=w137-h92-k-no
Lanchonete Dogão,ChIJ7blM0Q5RzpQRVB7l-D1cXIE,11,4,1,5,bar,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=17ZDQYkdya7EHmz2lrTWwQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=203.34367&pitch=0&thumbfov=100
Dogão do Nego,ChIJXVBRzUD5zpQRjICecVeZItU,12,"4,8",31,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMLHA7J2BFkdBYJMX_k-5qsFWi6q8tYVfoFefXF=w122-h92-k-no
Dogao Do Formiga,ChIJBR1h9Ff7zpQR1JHMJJ-kqNM,3,"4,8",199,0,bar,https://lh5.googleusercontent.com/p/AF1QipPQB_vlSrxx8LzpijntQRAJEJoUe9wVnJ7za2vR=w80-h100-k-no
Dog do lokao,ChIJozyiNHT3zpQRXWwlpyPUPh4,4,"4,2",5,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOIAhDsh_RXavX81ePBk9hgqTHlQABbZbB088KD=w80-h106-k-no
Dogão da Jura,ChIJ3RrVVJP9zpQRhkvh2vXAbBM,5,"4,8",13,5,bar,https://lh5.googleusercontent.com/p/AF1QipMnkD9kgu8ygk4rSh2Udyi3sD2HSvKdK0-EnpHs=w122-h92-k-no
Faísca - Dogs & Lanches,ChIJSzAmmNv1zpQR3iuTLcibJOM,13,"4,7",156,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMLvwykjwp1qeDdxw5xtXbH3WRPHjtguD0bPbox=w80-h106-k-no
Dog do Alemão,ChIJ8f3Cicz3zpQRPn03Wx3tAo8,13,"4,4",9,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNtLGoCZTZaZHvlV8KT6w6rtqIKmXvUiqyh7Uf2=w80-h142-k-no
Bomdogao lanches é CIA,ChIJA8AW4Kb8zpQRmYab9QNp990,12,"4,5",11,5,bar,https://lh5.googleusercontent.com/p/AF1QipOxiGe0_I0LAk46GbovwbBpb0zSLLJNlj9xhjCD=w80-h141-k-no
Dogão da família,ChIJrUoY0nlnzpQRMeTIF1XJyhw,8,"4,4",44,5,bar,https://lh5.googleusercontent.com/p/AF1QipPnNDzjCWiB-shnVUFeKfWdClVkv9A3kgc79UgW=w122-h92-k-no
Dogão da Tia Albertina,ChIJo3CtnxP_zpQRTDt3dvSerEg,12,"4,7",74,5,bar,https://lh5.googleusercontent.com/p/AF1QipMQA_Fcpzzm6xiXI1N-fYJspxfSy4pinNQkfrHQ=w80-h106-k-no
Dogão Especial e Lanches Jardim São Bento Novo,ChIJXT-x9jZZzpQRCW16mSp8NZ0,0,5,3,5,bar,https://lh5.googleusercontent.com/p/AF1QipMQ2lgbWixI8ea26hjeefZFfv_TgINo1JRisyQC=w80-h106-k-no
Mister Dogão Guarulhos,ChIJf4iP1_-KzpQRAITpDYGkABw,13,"4,3",41,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipM1mdqfBDoHB3qNKqMpq5rkMvtcdnJMpP0N6Obs=w80-h142-k-no
DOGÃO ESPECIAL,ChIJyeS10BTnzpQRe471NkEJaR0,8,"4,3",10,5,bar,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZBCF3mAmrhW_qUzIUx5JtQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=58.913517&pitch=0&thumbfov=100
Hot Dog do Mané,ChIJqxPDLowmz5QRPFXk8r3rWAs,14,"4,7",757,0,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipMdhFnHLp6mwIVxGZzi3Rij3o2RIr0cVyb_NbTE=w122-h92-k-no
Dogão Do Gaucho,ChIJPVTPol1BzpQRef80G0og1gE,6,5,5,5,bar,https://lh5.googleusercontent.com/p/AF1QipNv4Nf7jXog-xH8IWvvPDGL05ez7Ir6aZTANKlI=w80-h106-k-no
Big Dogão,ChIJ87Nu4mkBz5QRW5bZl7kagog,4,5,4,5,bar,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=by_mlnxLHwhmIxRkl97fbQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=33.20194&pitch=0&thumbfov=100
Dogao Lanchonete,ChIJjS6buGBpzpQRlAPzR0xIpEU,7,1,2,5,bar,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xZVxJpPXG9ZvCMzN5H6idw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=153.79361&pitch=0&thumbfov=100
Marcio Dogão Cotia,ChIJq6raiHAHz5QRxI01RRHeXH4,10,"4,4",805,1,bar,https://lh5.googleusercontent.com/p/AF1QipM3a4LA_aEpSetECW2ZtTWGp9OnklGs1qp6Ix2_=w92-h92-k-no
Dogão da Esquina,ChIJe-VHUfEBz5QRnz8GwZEz-94,6,5,2,5,fast food restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JMSF4U2cgt86cBh4GJFKmg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=196.2741&pitch=0&thumbfov=100
Cachorrão Bar e Lanches,ChIJn0FwC1dazpQRuAQuZoVVwt8,7,"4,4",1240,1,bar,https://lh5.googleusercontent.com/p/AF1QipOTC8PRzEwD1nT7BElxC3v5UWE0l1QjVCI6k_cE=w163-h92-k-no
Dogao pri e companhia,ChIJrfqQBKxVzpQRuMrb7Rl1yH0,9,5,1,5,bar,https://lh5.googleusercontent.com/p/AF1QipMx83xEEFz02SVkv1AfP6BzG42SRy402tFxd6Bx=w122-h92-k-no
Hot Dog Faz Mais Um,ChIJN_y9QJRWzpQRyOqK5RmOhqk,15,"4,7",430,5,fast food restaurant,https://lh5.googleusercontent.com/p/AF1QipONKId9ahD3h4ax7ghajqTf6D9-HpzNeW26iL6W=w92-h92-k-no
Restaurante Rei da Feijoada,ChIJ938c0VdFzpQRegZC61Ix7IY,7,"4,3",626,0,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMMCf6qB7roqawy1z6WhQWD8QAWblUWk8Gwb4fz=w80-h106-k-no
Feijoada Da Lúcia,ChIJQ3eR0b1ezpQR9t4FzeWTous,5,"4,8",241,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMImmvr2uY-pFc7TxC0q1CjkALy63w4qCBgPl22=w80-h106-k-no
Feijoada Brasileira,ChIJebrPuXNXzpQReL5zDIMYG7s,2,"4,2",66,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipN68QZ4TQ6bbeEjXhc-lC60QCz1cqQCAjthCoge=w80-h177-k-no
Restaurante Cantinho Da Feijoada,ChIJNQyC2JD5zpQR5r52aMDwOKo,13,"4,4",828,0,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipPDfEO018rgk69XRwRw7cmQ60B8Z5IHmWkQJNy1=w138-h92-k-no
Restaurante Firmino's - Rei da Feijoada,ChIJgZPbFZZQzpQRQ3Gr0EIc0-U,7,"4,3",551,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipNlweqAAI6rkaE1Ayi_t6PNZ77BNeaORwkcfNur=w80-h106-k-no
Feijoada do Sargento,ChIJBYR6H_ZZzpQR3qbejaZHPXg,1,"4,9",7,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipOdtdox-wYY_oU6C5KKMJopsRdP-2LgsKpYC-X-=w80-h142-k-no
Casa da Feijoada,ChIJF2Mcnl9bzpQRiBF8wc26tww,3,"4,6",81,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipOD44GFpvDT03W7FQmPYDIduTEN73eKS1aN9X4H=w129-h92-k-no
Armazén Paulista,ChIJeec2FwRazpQRqgQcJRlz6Cg,0,"4,4",1573,1,bar,https://lh5.googleusercontent.com/p/AF1QipNdFauwRuXU8ZVtKXD5aPCg5GjLnSBj8yprFyo=w163-h92-k-no
Feijoada da Gilda,ChIJu7Q-MqZhzpQRBECyH6wB_I4,3,"4,9",83,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOMLJ5Z4aBg4iV65g_YdpZed20q6aMBHoE3OvIn=w80-h106-k-no
Fantástica Feijoada Mineira,ChIJJ437H9pXzpQRzV_bDUg0u1c,9,"4,5",,5,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipMXQ1vsCv5ez1S-D5T4Eld1LEEk8O_WXkVJlSFW=w115-h92-k-no
Bar Da Feijoada,ChIJ79Y5Ec5azpQRKXZI-Z8iyDo,4,"4,5",305,0,bar,https://lh5.googleusercontent.com/p/AF1QipM6dLQPko6UpMN_IRo8FqOiCjmbnqKzH-ohSMN8=w122-h92-k-no
Pé Pra Fora,ChIJr97rwMFXzpQRnaRYLBW7cu8,13,"4,3",1746,1,bar,https://lh5.googleusercontent.com/p/AF1QipPNqnf485ZW7M9w-78Ln1aRMpV9FsHOxiJXrD6P=w122-h92-k-no
Point Da Feijoada,ChIJ4ZpbGtdIzpQReFKdRrXbBqQ,5,"4,9",9,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNRER2wLO7w6MLUR1UR2JsZ_yqxO9Qf9AjuxUiJ=w221-h92-k-no
Rei da Feijoada,ChIJQ_XTnFZEzpQR_eQe2AoRVkc,9,"4,4",155,1,bar,https://lh5.googleusercontent.com/p/AF1QipNGuLkwFUq2NH-A7dCu4sVju8hiH1f7EIRZuAvc=w80-h106-k-no
Restaurante Dona Cida,ChIJn0agJXNbzpQRmMG8WXL_TR8,5,"4,6",1177,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipNH3uaCkrTayuWBynwoYvNaXtw2kmumBKgVy57i=w80-h106-k-no
FEIJOADA SELEÇÃO & SABOR,ChIJSzddcXRazpQR6O9dv0mFyyE,14,4,446,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOubYtt0MggJCxEKAaDXy97v0aJ5cx-PhZ9WCUM=w138-h92-k-no
Varandinha Restaurante e Bar,ChIJeZbfUDRXzpQRmqUCQ7ouoxU,15,"4,4",1299,1,bar,https://lh5.googleusercontent.com/p/AF1QipOE-aWqz3W6CYlJTThddG-t1T33PL0EbAluyhvu=w138-h92-k-no
Giba's Bar,ChIJpwr7sQ1azpQRIxvOWlbO3Kk,14,"4,1",1399,1,bar,https://lh5.googleusercontent.com/p/AF1QipM-ZV9UvxWw2zuEzlTRjZiwm_19cnU6zOfdM8xC=w163-h92-k-no
Star City Restaurante,ChIJL3siXD9YzpQRY3gW2ekr_eo,8,"4,5",269,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipPx9YjInEeZ4VPbVp3Cu9M_hlW90aXvLJLAB4Ev=w194-h92-k-no
Belle Restaurante @bellerestaurante,ChIJv4g1-R1mzpQR8HGtwsifEtw,11,"4,6",372,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipOVtMuOyADqVraKPqwd8N70kNfenj7AHyIPg3Ii=w163-h92-k-no
Traço de União,ChIJ8bTbnqBXzpQRH8NyEsWyhTc,0,"4,4",1895,1,bar,https://lh5.googleusercontent.com/p/AF1QipPYN9Ug1Vu97RdIpwfhrqpucjr5Bdorw9c--t_C=w80-h106-k-no
Bar do Jô,ChIJifCk2u5YzpQRIgudm8D0jQ0,2,"4,6",1108,1,bar,https://lh5.googleusercontent.com/p/AF1QipPuodKQcHY84uHu8S0qCCAnw04lTr5k8MhfsILR=w163-h92-k-no
Bar Coutinho,ChIJI59oq6JXzpQR3xr6xeQxw68,2,"4,2",1234,5,bar,https://lh5.googleusercontent.com/p/AF1QipPV8qeU0UcFwICbtF-MYVD4ICcSReONSWjAC-d-=w163-h92-k-no
Bar Genuíno,ChIJARbqB4lZzpQRjwpBmlG2ZGY,0,"4,3",2135,1,bar,https://lh5.googleusercontent.com/p/AF1QipP7w92y5btebVuGFZIvkHpyBVUrrxcVczEvBy4j=w129-h92-k-no
A Casa do Porco Bar,ChIJK76a5E5YzpQRCoY7nm1M3-k,13,"4,4",11267,2,restaurant,https://lh5.googleusercontent.com/p/AF1QipMnmls1KfCXG-77ES27u1uWGBKxHWoEoGkA0nJl=w137-h92-k-no
Bar Walk of Lapa,ChIJKbK8qAz4zpQRifNffrZzVrA,2,"4,5",723,1,bar,https://lh5.googleusercontent.com/p/AF1QipM7tltV6nabuYn4IGNjfuQxqqwom5XC3VxzthiJ=w122-h92-k-no
Feijão de Corda - Centro,ChIJS9OzdK5ZzpQRT_A7odoO1Ws,1,"4,4",1252,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipP38FMocyYoXCBDdznR_HVy29JPzc3tkj1raU0u=w80-h106-k-no
Bar e Lanches Minhocao,ChIJ-xtFyLNZzpQR1Slv43bGjEA,14,"4,4",117,0,restaurant,https://lh5.googleusercontent.com/p/AF1QipOxi159nZ5OxGryU2iNV-B6DZSzUZJVs0uLI2L6=w80-h142-k-no
Lanchonete Majestoso,ChIJYxuIBlFYzpQRNPFaqNn8o1Q,14,"4,5",104,5,bar,https://lh5.googleusercontent.com/p/AF1QipM-lpQakJCDPh-ipYEvlCmWfK2OA0KxRP9V35xd=w80-h106-k-no
Crispiniano Bar e Café,ChIJD_XEalJYzpQRvAKgIymAc3g,8,"4,2",331,1,bar,https://lh5.googleusercontent.com/p/AF1QipPXKAzfERpolsjT61NqyV6qgiWSRhzGrgjGd2GL=w204-h92-k-no
Restaurante Estrela da São João,ChIJT0zNVVFYzpQRSVcLAuBZXww,0,"4,3",381,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipPy_-A5ar-N1NwjLgJIqwboFiZjEd2BsFcKBf82=w163-h92-k-no
Bar e Restaurante O Encontro,ChIJK2F_UqxZzpQRinKTdUopZ2k,14,"4,7",3,5,restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wDenSVDJ6OgNCdBg6Hv-Yg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=73.75157&pitch=0&thumbfov=100
Brilhante Bar & Lanches,ChIJVccejLpZzpQRx7llFNw1-2Y,12,"4,5",189,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipNsw8X_0t8GBLEpTkn2OT55UzJC_r_uCIF3UYMY=w189-h92-k-no
Laço da Costela,ChIJyW6I6a1ZzpQRLekhYcTVaec,13,"4,2",380,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipPcFg8iXUgWRNz_B79pRUivB3efyVRmdjfIe5tM=w189-h92-k-no
Bar Higienópolis,ChIJw80wGjFYzpQR-qe21MTM0sA,2,"4,5",403,1,restaurant,https://lh5.googleusercontent.com/p/AF1QipMVx-KhnTILAkwsOLovXkXcwIFpJnIKX5jdcI_G=w80-h92-k-no
Bar e Restaurante do Parque,ChIJJwLs6vhXzpQR04WS7AyEN3U,8,"4,1",718,1,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipO5c_LYiiOw1ricYDFWBLFiw1AlJpFHcChmBw2r=w122-h92-k-no
Tordesilhas,ChIJ23tjlzNYzpQRvKTibX68voY,4,"4,6",1276,2,brazilian restaurant,https://lh5.googleusercontent.com/p/AF1QipNl4DFqyYVooqPj44PcBHvwmLV2C__VTMVy-Ekn=w122-h92-k-no
Arizona Bar e Lanches - 24 horas,ChIJs1e-xAj0zpQR6ka32VwAd5c,5,"4,4",575,1,bar,https://lh5.googleusercontent.com/p/AF1QipMOqMD5J50i5RVsNaq2JZ_dRgpEJKrkQpmJfawc=w137-h92-k-no
Bar e Restaurante Terra da Garoa,ChIJe1U-i7FZzpQRYxptGLjE6V4,7,5,4,5,restaurant,https://lh5.googleusercontent.com/p/AF1QipOYNIMOY-eH9SKshd73vVHtvwcZ0YFFL0c_Na8=w92-h92-k-no
Recanto Goiano,ChIJ7RYFw_lZzpQRX-ARwb1OO0w,10,5,3,5,restaurant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zYyEnbBoEA_rMS7DwfFj0g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=192.4322&pitch=0&thumbfov=100
