Nome,ID,Cluster,NotaMedia,QntdAvaliaçoes,FaixaPreço,Categoria,Thumbnail
Sodiê Doces (Jardins),ChIJozyl_8RZzpQRdIwnP8MIA1Q,4,"3,7",106,1,bakery,https://lh5.googleusercontent.com/p/AF1QipNp5vyBkvWtOCQhvvaNn9It9t2fFqtBixt9AZGH=w111-h92-k-no
Bolos e doces personalizados-Amigas Formigas,ChIJp1pZvYZZzpQRm4Y13slAoII,0,"4,5",,5,bakery,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RyFm9OsWIS--5ZxxBZyiMw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=204.1755&pitch=0&thumbfov=100
Parada do Bolo Aclimação,ChIJC1zLUNJZzpQRHd30qNXQZkw,12,5,3,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPZB5NZ5vgpLJrfapOFz_zBq_OVbEjeQzPWU6ar=w170-h92-k-no
Lena Bolo Fake,ChIJdwrRgGlZzpQRL3aJWQ2FVco,6,"4,5",41,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMxAt1fnC5g7bLQyxKgm7jiEaV9dgUdsopM3J2R=w80-h106-k-no
Arte dos bolos,ChIJC_DrIqRTzpQRk8U7P-F_bug,9,"4,7",32,5,bakery,https://lh5.googleusercontent.com/p/AF1QipOGyyNniNgWwF2iluLGlSHd9EexpPgxi9aDhPNs=w92-h92-k-no
Estação dos Bolos,ChIJze7lyw9azpQRZfiyp6o35ho,14,"4,7",35,5,bakery,https://lh5.googleusercontent.com/p/AF1QipO8CcWzQLghIq3Ov28Ay0KK5Mucjg55FTFsAtx3=w80-h106-k-no
Casa de Bolos,ChIJY-56YalZzpQRzs5gwX0nHxM,14,"4,2",16,0,bakery,https://lh5.googleusercontent.com/p/AF1QipMR3nx86CLlvD16LAfVLG1vj0N3qd43R8n2NR8=w163-h92-k-no
Kah Doces oficial,ChIJYcLF7adZzpQR3q7eAf6Vtos,1,5,73,5,bakery,https://lh5.googleusercontent.com/p/AF1QipP-uPeQhatDJSLHp3XECnBjxUELMmUa6lhpKJ-f=w161-h92-k-no
Bolos Caseiros D'Maga,ChIJM4a6_l1ZzpQRK9iOnPIX6n4,14,"4,5",,5,bakery,https://lh5.googleusercontent.com/p/AF1QipOCTQqeQu4nAIJBHpKoGaMtqBwrSRK-xJIT0x-0=w80-h107-k-no
Warehouse Cake,ChIJ5xa47zdZzpQRtZ4LPzIdaJk,0,"4,2",104,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPPX3KhoX6X-NyEOwtgkBBiRVXQLzUCFNtGg31R=w130-h92-k-no
SEGREDOS DA ROÇA-BOLERIA,ChIJx6gwGgf2zpQR904x8J-An5M,15,"4,3",8,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMem1jOuhaYu7Zytrt22-yuBZ_pvlDKXPGxMwLB=w163-h92-k-no
Casa de Bolos Pompéia,ChIJDbqJaORXzpQRol1Oa3gPUhs,9,"4,6",37,0,bakery,https://lh5.googleusercontent.com/p/AF1QipM7FyYfjJfn22kJ9THjqQWqiEosgj-0YrielmP2=w137-h92-k-no
Bolo Decorado Tatuapé - Silvia Carlos,ChIJ6eFJBZNezpQRrWR0j5VnA-Y,6,5,1,5,bakery,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KyPbljJcslvkhGFthU5UlQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=358.67065&pitch=0&thumbfov=100
Casa de Bolos,ChIJV894W-9YzpQRVrVJUme2-FQ,10,"4,3",32,0,bakery,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2eaxNqENXAbM7cxt_v-dAA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=219.41893&pitch=0&thumbfov=100
Casa de Bolos Cambuci,ChIJTazepHpZzpQR_1nfDYrxnag,11,"3,9",39,0,bakery,https://lh5.googleusercontent.com/p/AF1QipP-6Qxw-9RfLCphf4i59lVWirV-zxwkENB0OH2k=w163-h92-k-no
Casa de Bolos - Teodoro Sampaio 636 (PRÓXIMO AO HOSPITAL DAS CLÍNICAS),ChIJseE6a4RXzpQR71XUkr1Gipc,3,"3,8",76,0,bakery,https://lh5.googleusercontent.com/p/AF1QipOpIK2FoLfpqSlKZ22LQx9mU1XP9WOCFLd_4Qmp=w123-h92-k-no
Sodie Doces Bela Vista,ChIJK3OFhclZzpQRYLxyG_6F9Ew,3,"4,5",221,1,bakery,https://lh5.googleusercontent.com/p/AF1QipORSwPl8dutL9h5NcZyeDDQeq90hLz6vJ35ZowA=w167-h92-k-no
Casa de Bolos,ChIJv2QoRDhZzpQR9rutPcFPSMU,3,"4,3",37,0,bakery,https://lh5.googleusercontent.com/p/AF1QipOSuzjsY4n_Kga-NW-T0kCU7wSX3Rr9itkRJKFL=w92-h92-k-no
Kit Festa IGS,ChIJVwOF6nf3zpQRFseyXdlQeo8,3,"4,6",15,0,bakery,https://lh5.googleusercontent.com/p/AF1QipMzaXxxj7SJ37jRhhI4zkmXiOZtR2Jfxfh7jVCp=w146-h92-k-no
Divinu's Doceria - Bolos Decorados - Pasta Americana - Bolos Personalizados,ChIJ83PdnoT5zpQRkdIg_LMZz6s,11,"4,3",11,5,bakery,https://lh5.googleusercontent.com/p/AF1QipO-gD_wXU2MWK1DAX9Amo-8go2mtMEnHaQbFHSU=w83-h92-k-no
Pati Farinha,ChIJsZQ3RMD3zpQRW715Du25wMo,10,"4,8",11,5,candy store,https://lh5.googleusercontent.com/p/AF1QipMz8IxZQdXfSMKwiiNI8xdlp8bU5kK8ajlKndIF=w92-h92-k-no
bolo,ChIJ6QfPnXf7zpQR4-IsdeMow8s,6,5,1,5,bakery,https://lh5.googleusercontent.com/p/AF1QipO84c_vROwduVvPuYWFZcdpjK_mL5UzRQ4Qn0ZN=w122-h92-k-no
Sabor da Infancia,ChIJDf88nrT3zpQRV7zalWM8sls,6,"4,5",51,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPP0du4rha4QT24H_BERhc43-9VPH1vqTCG1LZ3=w138-h92-k-no
Day Delícias Bolos e Doces,ChIJf8dvuVj3zpQRWoFbMMj03mY,3,"4,7",15,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNHQc1odCXIjq8iD2-LGegSDRdxJgIePf37jJI=w80-h101-k-no
Oficina de Bolos,ChIJFZ2FOE_4zpQRO8qk4m_Dq7Q,3,"4,5",42,0,bakery,https://lh5.googleusercontent.com/p/AF1QipPgaEc6HDG3WhED68A-whxkBhUTNwpuRAmzqeWa=w194-h92-k-no
Marcus Bolos,ChIJ6diPoO33zpQRIpp1qXJgKGA,8,5,2,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNYZbmVODxhSFc0E6Y8wU6d5SwAUTDpjp3jCRE8=w92-h92-k-no
Bella Bolos,ChIJ3azz8-r3zpQRWuuhYrjTu5k,5,"4,6",8,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPHz6TBRlPGUJdGq6BhGm4WhL8pdq_-rgEuNlHt=w122-h92-k-no
Happy cake,ChIJab_UEy_2zpQRaicSJRyZ5aY,14,"4,7",7,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNd0t7H70sixOlLTY9t3-oz9lHUeUFlV76f_MU6=w80-h100-k-no
Studio Dona Formiga Doceria,ChIJdcw62iP2zpQRZNbjK-vRvVA,5,"4,2",149,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPNjl9seTjJxerC8juVeiEfkqASU-9m7YBELxXM=w163-h92-k-no
Jolie Candy Crafts,ChIJb4zmKzT2zpQRLkO4KYk8Jc8,6,"4,9",10,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMYGZTgfQD3o_EQatTCnWx0pLgMRy5UQBDKSa7q=w80-h142-k-no
Suely Doces,ChIJjfAETy_2zpQRdOEJ3DS8npY,9,"4,6",202,5,candy store,https://lh5.googleusercontent.com/p/AF1QipNnUkA09UOqeguR9QICN9U71kgXB2z59tX64NNf=w163-h92-k-no
Casa de Bolos Jardim Brasil,ChIJpbTbuZP1zpQRsrLX4qdWMn8,3,"4,1",56,0,bakery,https://lh5.googleusercontent.com/p/AF1QipMiE6FY97TwGSyOIV63bvA-Oyv6UPlMzjKYvz1L=w92-h92-k-no
Doce Estilo,ChIJLXPWchj5zpQRlJ0ZondV8dY,1,"4,8",96,5,candy store,https://lh5.googleusercontent.com/p/AF1QipOFztzqw6cfBM3jTLrq8WG6kaZ501N1YfQrpVZJ=w80-h169-k-no
J.L Bolos,ChIJz7-4qC35zpQR0hhPxtv9J-s,11,5,2,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMJoCc82IiBFJxVB72YUutl3nnxL2vEu8FoOWF5=w92-h92-k-no
Feito em Casa,ChIJMVMxJK75zpQRXb9ZByx2I0s,7,5,1,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMBsMpoEVrfhei1XzVeJn8FpzXQgcxb2JkPhd9k=w80-h106-k-no
Grandma's cakes,ChIJa4KtDDZfzpQR8sUEYPQbxU4,3,"4,1",46,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMZpszKN1g8S6baEO130BlGNOYrwlf61A7Ma7u0=w92-h92-k-no
Sucarolle Confeitaria,ChIJn2IxL835zpQRJlr5X87DX-8,11,5,12,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNIPcRyt8dLY4VIzOCem-FcCIvORESQlOODIt1X=w91-h92-k-no
Bolo Decorado - Santana Zona Norte - SP,ChIJFTG-5hX3zpQRMfzEFW7YPVM,3,5,113,5,bakery,https://lh5.googleusercontent.com/p/AF1QipOKkaAsQhvhAiGVKEAtvXJ0h378biAHlhH5po-2=w163-h92-k-no
Milk Bolos e Doces,ChIJD-IYEmj7zpQRQ3j64eqlN2w,5,"4,5",,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMFcBcBQ3bjun3AlTiR9rwhETyVfv3dpvc4YoUr=w80-h100-k-no
Atelie Bolo Chocolate,ChIJsxifNc_5zpQRuAn0YN8RcoI,14,"4,5",,5,bakery,https://lh5.googleusercontent.com/p/AF1QipOmamQZgVLP_l6Z0Ur1lvO7SDL3mzbCPndAFLM=w122-h92-k-no
Rozzi Cake Designer,ChIJraDZXer3zpQRZkdjTXDLgrg,0,5,18,5,bakery,https://lh5.googleusercontent.com/p/AF1QipOeyPCoCj3MhG3njhT2KcYxMF5nKzaBzEhthjfT=w92-h92-k-no
Bolos lima & Variedades,ChIJnxbnS9_5zpQR2aHaSRz8EzY,14,"4,8",5,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNM1ptj5XKkMbq4Nc8OVWQAVNhH63zqfArtMZ78=w122-h92-k-no
Confeitaria Delicia's bolos,ChIJWTiKIOz7zpQRMfAy4dxpNbE,3,"4,5",,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPHl6Q-HJW-E3ZHG2LDwpRDu6ttTeGQvYr0gMQ=w163-h92-k-no
A Bolaria,ChIJJ14kJNj3zpQRAm6a2hBwSjE,15,5,10,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNEQM23gLAS1sz98R-qEBnSUITiULgMeN6QLwA=w80-h106-k-no
Delicias de Bolos,ChIJvQQQ7ZX1zpQRt28YKXim3_Y,7,5,14,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMxDnljE2g0yUUXgoUHtZ0qvg7tnSqVtBGokIn1=w80-h106-k-no
Laura Vanille Confeitaria e Doces,ChIJ2UaR1A75zpQRVuPYjt695u0,3,"4,4",39,0,bakery,https://lh5.googleusercontent.com/p/AF1QipPTuQF4lLMKh8RAfw6dRA_OowkAPASem_imJeiO=w122-h92-k-no
Sodiê Doces Santana,ChIJgaeNEyz2zpQROLkUGD_V4p4,4,"4,4",1565,1,bakery,https://lh5.googleusercontent.com/p/AF1QipPBCZ9Zng5n_295jGLK1UFFjbaCYf6zsQ7-k-0o=w163-h92-k-no
Bolos da Villa - Bolos Caseiros,ChIJK0vCEFj3zpQRqUYySPy5bmU,1,5,13,5,bakery,https://lh5.googleusercontent.com/p/AF1QipOmhyaQ0EYjA1C9eJ0QGTO5ncVRZbWceVORsfuI=w163-h92-k-no
A Bolaria,ChIJ-XZKYQT3zpQR1gaA7PwOOjs,0,"4,2",24,5,bakery,https://lh5.googleusercontent.com/p/AF1QipM5HIxRXKmKyu8ui1uqIhPCJVPk7newnESwhjq3=w122-h92-k-no
Delícias da Sil,ChIJveS7MYz7zpQRsHFr4q8b2bs,7,"4,5",,5,bakery,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ypqi36RBrU-fj-bFNqOHJg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=184.56036&pitch=0&thumbfov=100
Helô - Bolos e Doces,ChIJyVGDmqP5zpQRRnufo9KdSz0,3,5,1,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPM8d2KMmDaLaScrAxFkte7FPn5yAxIaE281M1Y=w121-h92-k-no
Lullu Bolos,ChIJbe6booj3zpQRxDqBlpUoA5g,2,"4,5",,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMiexcWMjEL3MHCR7q-uWIjpLDgpILz2REtDBWd=w80-h142-k-no
BOLOS DA ERI,ChIJc2y-JPb1zpQRjE0N_TqLfEM,0,"4,9",8,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMuOFjeciLUVVxhJOaungG2Xs1n-kdSCwl22WBu=w115-h92-k-no
Docebom Confeitaria Criativa,ChIJS1O9Ld35zpQRfx6zt1oxkRU,5,5,12,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPECt8rbdoSb8CWhSq7X3NLkUEQ5dV6r7wX_bJI=w92-h92-k-no
Boleria of O,ChIJezfGa7L5zpQRHm50rikBynE,12,"4,5",207,1,bakery,https://lh5.googleusercontent.com/p/AF1QipNIj_65M1UzdTDrU4CZVidHRMnwmjt9TahP-Csg=w92-h92-k-no
Berry Berry Doces,ChIJh0NIn-xZzpQR-Uy5ElgOYSg,13,5,4,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNsJrhWd3hclf293paJTwzPPl6Yl41zzc8F-XUO=w80-h106-k-no
D'Art Breads and Pastries,ChIJJYQ1ja73zpQRgQBos7XnpjQ,10,"4,2",1132,1,bakery,https://lh5.googleusercontent.com/p/AF1QipPVYaemQG1a3kdwVj3na6PMFFX88v6R3eQNkcGh=w163-h92-k-no
Bom Gosto,ChIJZ31F5Gb4zpQRPyyl02thtAA,14,"4,9",256,5,bakery,https://lh3.googleusercontent.com/gps-proxy/ALm4wwnI20S6HTphIe1CmyasNpw6CSNNYOkN1rASRQA_pk-p4z5EwED_qwmSoy4YLMLNFz_RjLAuBVlC6Al7tBOBnVSTrdnmVBtwkbIkz9OVCebombbSNu2udUBcY_RcP7vQ-gE9QUYJX50UC3rZmBEm1GNqGFrCDWTGWJX2Uw5HQwpQBWp3Hyh3sjBRqdc0KC5KYMo-6N8=w122-h92-k-no
Doceira Innocêncio,ChIJR3OUdiz4zpQRZ4fbMWb6UGU,12,"4,6",1278,1,candy store,https://lh5.googleusercontent.com/p/AF1QipPWa2QvbrJAOBzH3gpPstetBGCUJQkk4HNgdbs9=w138-h92-k-no
Aquele Doce,ChIJJ94nWNb5zpQRBU9oVgb-_MA,14,"4,5",,5,bakery,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a3kc7l3dZCTwiHiePBov9Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=21.695354&pitch=0&thumbfov=100
BOLOLOKKO - Homemade Cakes,ChIJZ1UTr1BYzpQRiCOfqPJAlt0,10,"4,9",27,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPGtBg5xUNeV2T5cSlXd4vb-hSwlb9DC64IzTCZ=w125-h92-k-no
Tradicional Bolos e Tortas - Perdizes,ChIJM9CYGh1YzpQRWqzZv_6KoUg,4,"4,4",174,1,bakery,https://lh5.googleusercontent.com/p/AF1QipNwQ_zlVLd0WO60y-uCjZa3YykS4rAH7CLio7hN=w93-h92-k-no
Bolo da Madre- Perdizes,ChIJeRL2O9tZzpQRp7yGglBM_n0,3,"3,8",6,1,bakery,https://lh5.googleusercontent.com/p/AF1QipNGiYTCckLApb9tJI3UiHjU7BIrHhLUydCH7SsK=w80-h106-k-no
Delicias Bolos e Doces,ChIJK-mwS5L1zpQRrRI30TKPxfI,12,5,5,5,bakery,https://lh5.googleusercontent.com/p/AF1QipM23yEbkmk-K3jIogcnsi9pao0f2j2OfpMMEh1E=w138-h92-k-no
Delícias Bolos,ChIJPZ_7NjhSzpQRYyYLhuFCbo4,11,"4,2",99,0,bakery,https://lh5.googleusercontent.com/p/AF1QipMNnQUe1_KCP6Uugd-pc-wVlCsMdp3WRHQz2XDa=w122-h92-k-no
Make a Cake - Jardim Paulista,ChIJyXTf-mpZzpQRN97OEmdPyLI,4,"4,3",88,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMt1FpyGKJ4a0UhDUGxiBvm6Cv3Ta5YsFKviEpU=w138-h92-k-no
Quero Mais Bolos Caseiros,ChIJv_BUkmdgzpQRqIT1pHUIUUU,3,"3,7",9,5,bakery,https://lh5.googleusercontent.com/p/AF1QipM1P9K_ppSl-4PPU4IYFSetMcxswtTJl9zU5v_u=w89-h92-k-no
Maria Cristina Doces,ChIJDWt31Vr2zpQR7gmlw0ZlHYc,10,"4,7",218,1,bakery,https://lh5.googleusercontent.com/p/AF1QipNvvhY9t9XGh89CAYwFXhOPU4uvNVtSnIz4FCsM=w137-h92-k-no
Lá de Casa Bolos Caseiros,ChIJrZZDW_xVzpQRp-S_VtDcnsU,3,"4,5",41,0,bakery,https://lh5.googleusercontent.com/p/AF1QipONa-i91q9-np_6nfVWjMtJQkSj3nI_HLGUfuvl=w135-h92-k-no
disk doce,ChIJU30H2-D5zpQRRrxwKdCznJE,12,"4,6",7,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPSKsOAlnSge84SYUK1-XNm9AbUvx7aS0EJwchS=w115-h92-k-no
Docinho,ChIJr5BEC8f3zpQRKvx4RlqmNjA,5,"4,5",2040,1,bakery,https://lh5.googleusercontent.com/p/AF1QipP_OFOn3OiwqRkSN142B4qLpfV0xq_IYsYjbMOA=w122-h92-k-no
Homemade Cakes,ChIJcQfYIdFZzpQRNx4D9ymYMi0,11,"4,5",,5,bakery,https://lh3.googleusercontent.com/gps-proxy/ALm4wwk_PY4-tV9661aHYL_zjURahJTkLvMQ3wm-HooK5h8tcNhHZxeLOlnHWsBgpJTvU8hw6SNba5wp75vOpX5UUca0ZTC2gfKRkQLcfyEnGbCdVHzi65zu0h5uSUwgEhnacev46D341neYF10W6GEQMZUTFq27JXId3FJd-l_i4E-yhHTXHjoeqQhE4pnyqjohObqTZ5M=w80-h106-k-no
Doce Ghetto Brigaderia,ChIJI0QdLQz3zpQR5n3vXB0hROA,5,5,49,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPGzrQU7jB_IFQ1q3wqgdLXSQdyehhg3lh6GCTz=w163-h92-k-no
Saint Tropez Confeitaria,ChIJISV6fjv3zpQRzJQuHgjolQA,0,"4,7",4139,2,bakery,https://lh5.googleusercontent.com/p/AF1QipPJoWxO0_50lYVsEi0LeWtCTiacsnzAothLEcxf=w91-h92-k-no
Pães e Doces Parati,ChIJlzNNxQn5zpQRJcyjhErpsgg,13,"4,5",3975,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMXSXRPqm359poBDOBueTnkRxgL72JTaUGnNQGZ=w122-h92-k-no
Yes Temos Doces,ChIJ42bkrXpZzpQRNI7cXqkEE7o,15,"4,6",77,1,bakery,https://lh5.googleusercontent.com/p/AF1QipPOLpX3K2iAlN_1O9tjiscSBIpbeCy38PqVSCDQ=w163-h92-k-no
Sábado Com Chuva Doces,ChIJxcq-VzpZzpQRsK1ctmdvV1c,11,"4,4",7,5,bakery,https://lh5.googleusercontent.com/p/AF1QipOcK-e520rZI7ZsUbrMI6hYIVvy_6fq4g7YsXvy=w110-h92-k-no
Bolo Fake Lú Aluguel de Bolos,ChIJOxJGCOZXzpQR1AfAX34x1_A,3,5,19,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNh9VrlI9HKiChoA5vkEJM0_R0TW4r6lujh2bRY=w80-h106-k-no
Vivenda do Bolo,ChIJy9S2LZ5azpQRU9ccRVqQTj0,14,"4,7",27,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNCGaI9qTihyAIY3vXt7hd5AdfyKpHYyogzzE0_=w175-h92-k-no
Imperial Bolos Caseiros - Loja 2,ChIJ___7M7xazpQRM_TUz2ma_MQ,0,"4,2",32,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMulSIe3nYw4UWbYtUbxmelaI-Ri8LvzG_wivy8=w163-h92-k-no
Atelier Sweet Love,ChIJszmPau9QzpQRNm36pJtaDQE,3,"4,8",141,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNf0Yn-y9R_599yVyD2OqBSuq014mGWZbEX1W2e=w80-h106-k-no
Imperial Bolos Caseiros - Loja 3,ChIJ-8rKcftazpQR00Vbi7PNwL0,0,4,34,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNGgGk0sNMAkw-5zyy7QWm6whjYiBQrWQJwyXzy=w122-h92-k-no
Emporio Bolos Caseiros,ChIJbbsKS6dazpQR39wHTHdYz9Y,3,"4,5",25,1,bakery,https://lh5.googleusercontent.com/p/AF1QipMNy5BQ7Gnu6ZHIFJOTVtzSGWYRTKZH1J99OQzb=w80-h106-k-no
Imperial Bolos Caseiros 4,ChIJr-AsPLVazpQRxpyYXH-LbD0,3,"3,3",14,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNxySw5ENhf4ny7SrKnKboYZfRjU7x4ivQtkDpI=w80-h142-k-no
Sweet Mellow,ChIJ67DUA-FQzpQRl056tG-S7v4,11,"4,3",51,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPHxrc-_GM70YEU_dIwu1APfmqtPUXSgqWZ_xB8=w163-h92-k-no
Casa de Bolos Santo Amaro,ChIJr9sM7-ZQzpQRhQiZYVVoSr0,10,"4,1",86,0,bakery,https://lh5.googleusercontent.com/p/AF1QipOS16ZEWQJntPLh7TkB-yJllxcFBXuqFhNHK4iy=w92-h92-k-no
Amazing Confeitaria,ChIJpWcDAJtazpQR5E6kmV58z2U,11,5,9,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMS6X5Asl8RBFwoxnwXp8r7ZHLbWxT182p5VXjd=w163-h92-k-no
Bolo da Madre,ChIJB8Bx8DVRzpQRE1sGLil_8aE,4,"4,4",17,1,bakery,https://lh5.googleusercontent.com/p/AF1QipNa0akp_puczoSc_8b3N7kMEU5rdkWpE9Y5pcJK=w165-h92-k-no
Dolce Stupendo,ChIJ82n3lqpbzpQRbF4Pwne1qrQ,5,"4,7",12,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMaO_MIzW0nCOFswvC6qs3UzNV9WROR6BZel2w=w80-h99-k-no
Imperial Homemade Cakes,ChIJQRFkjOVazpQRQKj2RHBhb9k,6,"4,8",29,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMfPJ3Qj595ytQ9ERdBPt_nQAW1fas4D3GDbWQL=w122-h92-k-no
Cake and Coffee - Bolos Caseiros,ChIJL68BbAZRzpQRcSuRKpcRfWM,6,"4,9",10,5,bakery,https://lh5.googleusercontent.com/p/AF1QipM4s3PNNfweuPgHCt-BCCVPPx8cZMaEbo-y8ggi=w122-h92-k-no
Srs. do Bolo,ChIJ03fUZuJFzpQRRa2hCjpT3lI,9,4,26,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPbzVnVc3txL4rL-FE38V0EZ1TOp20CbT4gSdcF=w80-h106-k-no
Teretetê Bolo Delivery,ChIJM1zmmM5RzpQR7GfjH-G2AHU,10,5,6,5,candy store,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=a4uaUbCQb7if7bNh5mGQOA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=8.759323&pitch=0&thumbfov=100
Fábrica de Bolo Vó Alzira - Chacara Santo Antônio,ChIJr3-TlyxRzpQROM7nf5cOdRA,14,4,9,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNv7UaovpJb3OKXrVhKPD7jOxgo25vwdmQwDp7p=w80-h106-k-no
352 Bolos & Doces Artesanais,ChIJqaoRLXpFzpQRd2ff3T1OfXE,10,5,4,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPDxvJ5kuyGcVRqVvvxOKI2qVpieq2NRSyMJE4f=w92-h92-k-no
Righi Bolos Caseiros,ChIJLUm3ByRbzpQRwfIbLfJTmiU,12,5,6,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPkYIWjzEuNGKPKe0Tz5lTeYcNExstIsB1g6rO1=w92-h92-k-no
Confeitaria Prestígio,ChIJf5r7bQFbzpQRc6t3N6-k9fo,6,5,38,5,bakery,https://lh5.googleusercontent.com/p/AF1QipPXuHNOUlErhuVZ0NRe57ijy3Mch5kt6VwxWi5x=w80-h106-k-no
Candy store Snowball,ChIJG_019ixFzpQROHwLbwJ31Xk,15,"4,9",50,1,bakery,https://lh5.googleusercontent.com/p/AF1QipMO7g0sRExL29boEPA-zrsEj5JUdIIEBYUixU4L=w122-h92-k-no
Confeitaria Bolos e Doces,ChIJWWJ3HxZPzpQRneZ60UrLmHk,10,"4,9",24,0,bakery,https://lh5.googleusercontent.com/p/AF1QipMnENPXr4rs35v5R3ZyIxya_R6qO4dVTTcsX0Go=w122-h92-k-no
Imperial Bolos,ChIJQZam639bzpQR3AKjQfoEkBQ,12,3,2,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMPcBGqNEp1essC1c2gy6Ba6YDpsYdTfyIc0HlI=w122-h92-k-no
Love Sweet,ChIJt37NFbv4zpQRsk18pm8fcws,3,"4,9",8,5,bakery,https://lh5.googleusercontent.com/p/AF1QipNLAWPpCV68_NnAvS9WqO32C0aip9jrKq7vhYzu=w92-h92-k-no
Ale Bakery,ChIJv4xlWuZQzpQRO9DGtpe9aDg,7,"4,4",281,2,candy store,https://lh5.googleusercontent.com/p/AF1QipOTxk-IxciyIysAxE-2q5jzJfRZ1IyXWo-kgxsK=w80-h106-k-no
Mom's Cake,ChIJV-HaMz5QzpQRuoV8UWP_2U4,14,5,17,5,bakery,https://lh5.googleusercontent.com/p/AF1QipMcg7S7lRUYZMX0WTtG8P4gYwpF0a7OWuy4Tb55=w80-h106-k-no
Nani Bolos - Sabará,ChIJ9ce4F15FzpQRIi2wcBAt_8E,7,"4,7",20,0,bakery,https://lh5.googleusercontent.com/p/AF1QipO4SNnnwkOjUgiFlSdqKc9XR0-BcyEnf2hkf0ua=w80-h106-k-no
Tradicional Bolos Caseiros,ChIJgTdjOXZazpQRw6wH0z33zLM,4,4,63,1,bakery,https://lh5.googleusercontent.com/p/AF1QipPb59EHN4tc2hAWdHKOPax214Fw-XcDIpcBvEXQ=w93-h92-k-no
Deise Datti Comércio de Alimentos,ChIJmZcSomJazpQRNCJDrOluGVs,14,"4,7",163,5,bakery,https://lh5.googleusercontent.com/p/AF1QipOJqSc2mXkjqq0EcJCgypvofH3EzCxG_Og3PRm4=w80-h106-k-no
Tradicional Bolos Caseiros,ChIJwYQXlQRazpQR8xSw4pX6Pco,4,4,61,1,bakery,https://lh5.googleusercontent.com/p/AF1QipMM_4sJlbOvH6HV9ACjS0RqFpbvViFU3GdXiNJb=w92-h92-k-no
Divino Bolo,ChIJ8VVcN1FQzpQRf4vdruQVELo,9,4,52,5,bakery,https://lh5.googleusercontent.com/p/AF1QipP2-DUocPD7k6kdOYr05m6XmpZPsiGyVPhZEnoa=w122-h92-k-no
